id,name,author,slug,published,created,modified,path,comments,game_position,ludum_dare_version,data_authors,cool,feedback,given,grade,grade-01-average,grade-01-result,grade-02-average,grade-02-result,grade-03-average,grade-03-result,grade-04-average,grade-04-result,grade-05-average,grade-05-result,grade-06-average,grade-06-result,grade-07-average,grade-07-result,grade-08-average,grade-08-result,smart
243900,Neural Shooter,[106880],neural-shooter,2021-04-26T20:52:18Z,2021-04-23T15:30:21Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/neural-shooter,23,65,48,https://api.ldjam.com/vx/node2/get/106880,101.86932065429,23,20.625,23.857142857143,4.227,65,4.318,26,3.386,712,2.977,1603,4.318,205,4.159,102,,,3.976,324,4.3061138950849
243994,Little Lost Sheep,"[127334, 184573]",little-lost-sheep,2021-04-27T02:09:12Z,2021-04-23T16:13:02Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/little-lost-sheep,30,65,48,https://api.ldjam.com/vx/node2/get/127334+184573,118.16498196574,34,47.125,34.75,4.227,65,3.621,512,3.818,284,4.078,301,4.088,429,4.455,16,3.5,330,4.515,25,-7.3144885818412
241036,Expedition into the Aronnax Trench,"[214957, 214491, 214953, 214954, 290972]",expedition-into-the-aronnax-trench,2021-04-27T00:52:50Z,2021-04-21T08:37:03Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/expedition-into-the-aronnax-trench,20,68,48,https://api.ldjam.com/vx/node2/get/214957+214491+214953+214954+290972,130.84501843084,33,40.875,28.428571428571,4.222,68,3.923,205,4.404,23,4.615,7,4.296,231,3.833,311,,,4.519,23,0.91955957976467
250627,Tower Tower Defence Defence,"[147636, 152144, 187972, 251400, 198169]",tower-tower-defence-defence,2021-04-26T23:03:25Z,2021-04-26T09:24:15Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/tower-tower-defence-defence,50,68,48,https://api.ldjam.com/vx/node2/get/147636+152144+187972+251400+198169,92.073387308815,22,30.625,37.125,4.222,68,4.292,30,4.444,13,4.486,24,3.736,845,3.764,373,3.452,363,3.912,385,-25.721864729179
247570,I Stole a Wizard's Sack and All I Got Was This Lousy Infinite Pocket Universe,[51455],i-stole-a-wizards-sack-and-all-i-got-was-this-lousy-infinite-pocket-universe,2021-04-27T00:50:27Z,2021-04-24T15:53:00Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/i-stole-a-wizards-sack-and-all-i-got-was-this-lousy-infinite-pocket-universe,32,70,48,https://api.ldjam.com/vx/node2/get/51455,102.29509134991,46,36.625,36,4.221,70,4.191,59,4.75,2,4.515,15,3.926,613,4.088,140,4.176,63,3.794,519,0.66445913694332
242125,Aquarial,[1870],aquarial,2021-04-26T23:56:12Z,2021-04-22T13:57:05Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/aquarial,28,71,48,https://api.ldjam.com/vx/node2/get/1870,82.416338369213,36,27,40.75,4.218,71,4.218,53,3.936,194,3.577,1002,4.474,95,4.013,179,4.256,47,4.295,89,-15.530270894627
237956,Deep Bomb Galactic!,"[7020, 237173, 250449]",deep-bomb-galactic,2021-04-26T05:01:55Z,2021-04-13T17:43:09Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/deep-bomb-galactic,14,72,48,https://api.ldjam.com/vx/node2/get/7020+237173+250449,94.676980148018,13,21.625,25.125,4.217,72,4.229,49,3.625,452,3.917,535,3.854,695,3.69,440,2.955,689,3.87,429,-8.4017254396185
242681,Neckdeep,[4036],neckdeep,2021-04-27T00:11:58Z,2021-04-22T21:23:21Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/neckdeep,33,72,48,https://api.ldjam.com/vx/node2/get/4036,108.48020926005,25,26.625,23.625,4.217,72,3.841,264,4.455,12,4.364,65,4.068,452,3.786,348,4.568,5,3.921,379,3.5939540565624
242733,Vast Trivia Of The Void,"[94, 2325, 3785]",vast-trivia-of-the-void,2021-04-27T01:58:52Z,2021-04-22T22:25:35Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/vast-trivia-of-the-void,62,74,48,https://api.ldjam.com/vx/node2/get/94+2325+3785,58.736700622354,70,34.5,104.25,4.212,74,4.019,134,3.649,426,3.168,1456,4.709,16,4.354,41,4.071,91,4.061,253,-32.037233396942
237868,PogoFall,[237150],pogofall,2021-04-26T23:14:58Z,2021-04-13T12:38:00Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/pogofall,12,75,48,https://api.ldjam.com/vx/node2/get/237150,79.301070571679,10,7.625,21,4.211,75,4.579,3,4.053,121,3.556,1026,,,,,3.824,172,,,-25.092649819186
244153,DOWNHELL,[14872],downhell,2021-04-26T21:12:41Z,2021-04-23T17:16:26Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/downhell,27,76,48,https://api.ldjam.com/vx/node2/get/14872,85.800362048534,2,21.625,30.375,4.2,76,4,145,3.621,455,4.183,186,4.613,44,4.117,118,3.238,488,4.019,288,-30.236684768488
242358,Super Drill Diver!,"[5046, 8243]",super-drill-diver,2021-04-27T01:00:07Z,2021-04-22T16:58:38Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/super-drill-diver,38,77,48,https://api.ldjam.com/vx/node2/get/5046+8243,75.347799149367,52,35.625,63.75,4.198,77,4.079,95,3.566,511,3.706,834,4.794,4,4.419,23,3.681,237,3.975,325,-20.425843818195
243267,Deep into the Woods,"[240509, 241377]",deep-into-the-woods,2021-04-27T00:15:58Z,2021-04-23T08:49:26Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/deep-into-the-woods,20,78,48,https://api.ldjam.com/vx/node2/get/240509+241377,111.92355301915,23,29.125,24.25,4.196,78,3.87,239,4.022,140,4.152,216,4.37,164,3.87,283,2.941,704,4.109,215,2.4453488692898
236548,Frog,"[197255, 237775, 236436, 148476, 245806]",frog,2021-04-26T22:04:53Z,2021-04-07T16:34:44Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/frog,87,79,48,https://api.ldjam.com/vx/node2/get/197255+237775+236436+148476+245806,100,169,106.75,113.875,4.192,79,4.152,70,3.929,200,3.036,1564,4.496,87,4.275,64,3.636,258,4.089,229,-26.970325665978
249913,Until There Was Nothing,[1789],until-there-was-nothing,2021-04-26T20:33:59Z,2021-04-25T23:54:36Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/until-there-was-nothing,25,80,48,https://api.ldjam.com/vx/node2/get/1789,0,0,0,40.875,4.188,80,3.654,466,4.09,106,4.388,58,4.305,223,4.09,138,4.292,34,4.568,11,-84.638092547149
237045,Barkcheology,"[10732, 127908, 26971, 245684, 245671]",barkcheology,2021-04-26T23:37:15Z,2021-04-10T07:54:39Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/barkcheology,15,81,48,https://api.ldjam.com/vx/node2/get/10732+127908+26971+245684+245671,119.17591430622,15,24.5,20.857142857143,4.184,81,4.079,95,4.053,121,4.105,268,4.526,71,4.395,30,,,4.278,103,3.8637147076722
237181,Reel Deep,"[2401, 32878, 239432]",reel-deep,2021-04-27T01:55:23Z,2021-04-10T21:54:34Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/reel-deep,42,82,48,https://api.ldjam.com/vx/node2/get/2401+32878+239432,110.51192313077,70,54.5,45.625,4.182,82,4.227,50,3.523,560,4.216,163,4.267,259,4.314,49,3.024,637,3.698,629,2.463103915712
244010,Nyctofobia,"[58658, 387532, 392707]",nyctofobia,2021-04-27T00:33:17Z,2021-04-23T16:21:01Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/nyctofobia,22,82,48,https://api.ldjam.com/vx/node2/get/58658+387532+392707,107.28203000626,31,22.875,23.857142857143,4.182,82,3.841,264,3.727,356,3.286,1338,4.432,119,4.182,93,,,4.5,27,-2.9121605703299
251262,DEEP METAL,"[239169, 239172, 239167]",deep-metal,2021-04-27T00:22:23Z,2021-04-26T18:12:38Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/deep-metal,14,82,48,https://api.ldjam.com/vx/node2/get/239169+239172+239167,58.976782461959,2,7,24.142857142857,4.182,82,4.227,50,3.318,779,4.045,347,4.457,108,4.205,78,,,4.295,89,-42.436040203478
246119,Drillmin,"[98503, 252305]",drillmin,2021-04-27T01:42:51Z,2021-04-24T01:25:33Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/drillmin,20,85,48,https://api.ldjam.com/vx/node2/get/98503+252305,81.525097138333,15,13.625,21.5,4.175,85,4.375,17,3.8,294,4.45,34,4.025,503,4.25,67,3.917,138,4,297,-0.87592928380698
233618,LAYERS,[11802],layers,2021-04-27T00:50:19Z,2021-02-15T16:53:05Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/layers,46,86,48,https://api.ldjam.com/vx/node2/get/11802,105.14767939788,56,64.125,67.428571428571,4.174,86,3.826,278,4.379,27,3.554,1029,4.47,96,4.162,101,,,4.159,180,-21.016824773171
233681,The Devil Lurks in Coin,"[78780, 241666]",the-devil-lies-in-coin,2021-04-27T00:00:40Z,2021-02-16T21:28:25Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/the-devil-lies-in-coin,45,87,48,https://api.ldjam.com/vx/node2/get/78780+241666,157.84566588059,59,55.125,30.833333333333,4.172,87,3.862,245,4.017,145,3.911,545,3.879,659,,,,,4.328,78,2.5271233558323
246476,Of Void,[195651],of-void,2021-04-26T20:21:32Z,2021-04-24T04:51:37Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/of-void,35,88,48,https://api.ldjam.com/vx/node2/get/195651,74.451804283366,42,18.5,45.833333333333,4.17,88,4.114,81,4.023,139,2.898,1646,4.455,110,,,,,4.535,20,-11.853620762609
238752,Dikes & Polders,"[160810, 78371]",dikes-polders,2021-04-27T00:56:46Z,2021-04-16T18:29:38Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/dikes-polders,54,89,48,https://api.ldjam.com/vx/node2/get/160810+78371,125.55861874271,116,88.875,76.5,4.167,89,4.02,132,4.007,152,2.639,1786,4.52,75,,,,,4.253,116,-10.141588254128
239858,The plot chickens,"[16765, 54673, 236113]",the-plot-chickens,2021-04-26T21:04:34Z,2021-04-19T16:16:37Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/the-plot-chickens,34,89,48,https://api.ldjam.com/vx/node2/get/16765+54673+236113,101.56995469233,51,40.75,46.285714285714,4.167,89,3.761,348,3.33,770,2.966,1608,4.778,6,,,4.233,52,4.289,96,-7.9384101654227
245920,Lower Lower,"[216416, 215233, 216439]",lower-lower,2021-04-27T00:59:52Z,2021-04-24T00:59:35Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/lower-lower,21,89,48,https://api.ldjam.com/vx/node2/get/216416+215233+216439,103.03098861694,33,25.875,29,4.167,89,4.019,134,4.296,44,4.481,27,3.963,571,3.63,510,,,4.352,72,2.469507659596
252643,Déjà Vu,"[243303, 252779]",deja-vu,2021-04-27T01:35:54Z,2021-04-27T01:01:32Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/deja-vu,26,89,48,https://api.ldjam.com/vx/node2/get/243303+252779,87.889424268245,15,16.125,25,4.167,89,4.042,112,3.958,178,3.854,627,4.275,255,3.65,485,2.5,,3.9,396,-6.0663563372276
242458,Ariel Cleanomancer and the Eldritch Sweep,"[234769, 234781, 242459, 202649]",ariel-cleanomancer-and-the-eldritch-sweep,2021-04-27T00:18:17Z,2021-04-22T18:27:43Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/ariel-cleanomancer-and-the-eldritch-sweep,49,93,48,https://api.ldjam.com/vx/node2/get/234769+234781+242459+202649,101.64997388287,106,69.875,68.625,4.164,93,3.963,182,3.903,217,3.56,1025,4.418,131,3.903,256,3.461,353,3.993,317,-6.3572142009375
246311,Abyss.,[52965],abyss-5,2021-04-27T01:15:50Z,2021-04-24T02:58:40Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/abyss-5,45,93,48,https://api.ldjam.com/vx/node2/get/52965,0,0,0,57.375,4.164,93,3.561,589,4.138,83,4.621,6,4.388,148,4.188,90,2.513,1030,4.578,9,-87.906518896862
238822,Somewhere Below,"[131119, 202772, 245784, 204356]",somewhere-below,2021-04-27T01:55:46Z,2021-04-16T23:31:01Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/somewhere-below,19,95,48,https://api.ldjam.com/vx/node2/get/131119+202772+245784+204356,85.855308633879,16,17.875,28.857142857143,4.161,95,3.732,379,3.036,1168,3.554,1029,4.696,19,,,2.3,1210,4.643,5,-11.487007290763
242028,The Great Machine,"[19496, 245474]",the-great-machine,2021-04-26T23:46:02Z,2021-04-22T12:32:16Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/the-great-machine,26,96,48,https://api.ldjam.com/vx/node2/get/19496+245474,99.350642483138,55,38.125,39.625,4.158,96,4.026,123,3.447,643,4.5,18,4.329,198,4.092,137,2.986,661,4.145,194,3.5642411765431
242657,Patchwork,"[3997, 9897]",patchwork,2021-04-27T01:01:46Z,2021-04-22T21:09:42Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/patchwork,25,96,48,https://api.ldjam.com/vx/node2/get/3997+9897,73.776947447584,14,10.75,20.75,4.158,96,3.868,241,3.789,301,3.605,972,4.342,185,3.711,416,2.618,955,4.289,96,-7.5109905585
243671,Infinite Descent,[243668],infinite-descent,2021-04-27T00:17:09Z,2021-04-23T13:45:03Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/infinite-descent,45,96,48,https://api.ldjam.com/vx/node2/get/243668,124.49899597989,65,46.5,62,4.158,96,4.25,40,3.442,647,4.017,399,,,,,,,,,-13.849695299436
244543,Falling Dwarf,"[1002, 187193, 244519, 244517, 3953, 244504, 71051]",falling-dwarf,2021-04-27T00:21:53Z,2021-04-23T19:21:25Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/falling-dwarf,33,96,48,https://api.ldjam.com/vx/node2/get/1002+187193+244519+244517+3953+244504+71051,84.542509410568,55,27.875,40,4.158,96,4.079,95,3.872,251,4.35,68,4.355,173,3.919,245,3.662,245,3.932,366,1.8128364133746
250942,Run Ant Run,[146598],run-ant-run,2021-04-26T22:32:11Z,2021-04-26T15:02:30Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/run-ant-run,18,96,48,https://api.ldjam.com/vx/node2/get/146598,105.91481821704,16,21.875,20.5,4.158,96,4.211,55,3.974,167,4.105,268,3.868,680,3.737,393,3.406,398,3.639,713,-1.0695494675517
251727,[WebGL/HTML5] Who am I?,"[82768, 218709]",webglhtml5-who-am-i,2021-04-27T00:54:46Z,2021-04-26T21:23:29Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/webglhtml5-who-am-i,49,96,48,https://api.ldjam.com/vx/node2/get/82768+218709,119.90149129548,79,82.125,58.125,4.158,96,4.053,107,4.175,71,4.325,78,3.737,840,3.536,607,3.745,208,3.696,632,-3.5822875892374
242115,Submortem,"[238164, 240423, 238165]",submortem,2021-04-27T00:13:04Z,2021-04-22T13:47:17Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/submortem,28,102,48,https://api.ldjam.com/vx/node2/get/238164+240423+238165,140.63348739819,20,44.5,31.333333333333,4.155,102,3.983,163,3.483,601,3.879,596,4.483,90,,,,,4.5,27,-16.473093041544
242792,Sergei the Salvager,"[166291, 166493, 168109]",sergei-the-salvager,2021-04-27T00:40:27Z,2021-04-22T23:21:31Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/sergei-the-salvager,26,103,48,https://api.ldjam.com/vx/node2/get/166291+166493+168109,179.76109030259,37,97.75,31.25,4.15,103,4.2,58,3.567,510,4.534,10,3.633,972,3.862,289,3.692,227,4.283,102,3.5374328443583
235584,"Freg, Fregg, and Freggy: The Last Band","[52174, 55462, 169797]",freg-fregg-and-freggy-the-last-band,2021-04-27T01:07:05Z,2021-03-29T08:49:27Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/freg-fregg-and-freggy-the-last-band,57,104,48,https://api.ldjam.com/vx/node2/get/52174+55462+169797,85.769002787024,25,48,66.25,4.148,104,3.867,242,3.908,214,3.654,902,4.6,48,4.383,36,4,106,4.185,154,-39.547662991131
247561,The Icarus,[121272],the-icarus,2021-04-26T23:29:56Z,2021-04-24T15:48:50Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/the-icarus,77,105,48,https://api.ldjam.com/vx/node2/get/121272,114.1070031298,77,79.75,71.142857142857,4.145,105,3.717,390,4.428,17,4.464,30,4.261,266,4.152,105,,,4.406,58,-23.384688500843
252001,Deep & Deeper,[3000],deep-deeper-1,2021-04-26T23:12:14Z,2021-04-26T22:48:46Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/deep-deeper-1,32,106,48,https://api.ldjam.com/vx/node2/get/3000,50.600261594481,4,13.25,52.75,4.144,106,4.108,86,4.048,126,3.913,543,4.078,443,3.725,401,3.638,256,4.17,169,-49.897224968635
235383,Monkey Quest,"[1372, 6524, 239431]",monkey-quest,2021-04-27T01:14:14Z,2021-03-26T01:18:01Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/monkey-quest,105,107,48,https://api.ldjam.com/vx/node2/get/1372+6524+239431,82.234421016993,150,67.625,140.375,4.139,107,4.029,122,3.281,834,3.864,611,4.571,60,4.309,53,3.527,324,4.054,259,-33.588273719044
251894,"One Shot in the Dark, Now I'm Dead.","[17469, 25, 134642, 204278]",one-shot-in-the-dark-now-im-dead,2021-04-27T00:45:54Z,2021-04-26T22:17:55Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/one-shot-in-the-dark-now-im-dead,22,108,48,https://api.ldjam.com/vx/node2/get/17469+25+134642+204278,105.05876640405,36,33.25,31.125,4.129,108,3.217,1114,3.776,315,3.914,542,3.983,537,3.933,232,2.458,1085,4.383,61,0.57307059414876
237286,Healer Simulator,"[38102, 39418, 47889]",healer-simulator,2021-04-27T01:11:07Z,2021-04-11T14:19:34Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/healer-simulator,22,109,48,https://api.ldjam.com/vx/node2/get/38102+39418+47889,80.824892926517,26,16.25,25.875,4.125,109,4,145,3.875,246,3.48,1130,4.02,511,3.674,459,4.273,42,4,297,1.1351101363078
251310,Blue Submarine,[177],blue-submarine,2021-04-26T18:51:34Z,2021-04-26T18:25:28Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/blue-submarine,21,109,48,https://api.ldjam.com/vx/node2/get/177,91.936831315752,25,17.75,25.142857142857,4.125,109,4.37,18,4.435,16,4.522,14,4.239,288,3.891,265,,,4.065,249,2.5627889785575
252471,The World's Greatest Fisherman,"[252468, 252811, 252867]",the-worlds-greatest-fisherman,2021-04-27T01:33:05Z,2021-04-27T00:41:32Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/the-worlds-greatest-fisherman,21,109,48,https://api.ldjam.com/vx/node2/get/252468+252811+252867,102.72664610069,12,26.25,25.875,4.125,109,4.333,24,4.354,33,4.5,18,4.021,509,3.771,368,4.396,15,3.804,510,-9.9114767077098
252290, Crumbling Caves,"[78121, 128428, 78120, 127294, 244709]",crumbling-caves,2021-04-27T00:54:05Z,2021-04-27T00:08:19Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/crumbling-caves,18,112,48,https://api.ldjam.com/vx/node2/get/78121+128428+78120+127294+244709,153.48192411788,28,57.125,25.25,4.12,112,3.875,237,4.125,90,4.5,18,4.229,298,3.5,643,2.925,714,3.739,578,2.2274447027336
251436,Mira's Therapy,"[239665, 238684, 239610]",miras-therapy,2021-04-26T21:43:44Z,2021-04-26T19:31:03Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/miras-therapy,21,113,48,https://api.ldjam.com/vx/node2/get/239665+238684+239610,60.879337268844,6,6.625,21.571428571429,4.119,113,3.553,598,4.375,29,4.625,5,3.472,1150,4.875,,1.923,,4.45,49,-33.963332731366
252324,Sword Whisperer,"[252321, 252298]",sword-whisperer,2021-04-27T00:53:42Z,2021-04-27T00:18:00Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/sword-whisperer,17,113,48,https://api.ldjam.com/vx/node2/get/252321+252298,109.85884360051,17,26.25,22.75,4.119,113,4.238,42,4.19,66,3.143,1478,3.714,873,2.786,1132,2.526,1018,3.619,738,0.53619687316818
234669,Fish'o'gram,"[7106, 39125, 204493, 21317]",fishogram,2021-04-27T00:53:58Z,2021-03-12T13:36:36Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/fishogram,31,115,48,https://api.ldjam.com/vx/node2/get/7106+39125+204493+21317,116.45235540399,19,47.125,40.857142857143,4.115,115,3.974,172,3.859,259,3.987,429,4.154,366,3.711,416,,,4.026,280,-23.493514517924
238883,Third Dimension,[238879],third-dimension,2021-04-26T17:26:02Z,2021-04-17T09:19:55Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/third-dimension,24,115,48,https://api.ldjam.com/vx/node2/get/238879,71.374642714633,21,10.125,27.833333333333,4.115,115,4.231,46,4.596,4,3.827,665,2.962,1540,3.22,889,,,,,-14.680531150822
246403,What Happens To Corn?,[159205],corn,2021-04-27T02:36:22Z,2021-04-24T04:00:19Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/corn,15,117,48,https://api.ldjam.com/vx/node2/get/159205,76.465642843823,24,13.375,23.875,4.114,117,4.136,75,4.136,85,4.114,260,4.159,361,4.295,58,4.523,8,3.857,448,3.0935121688504
239648,Moot,"[77133, 236597, 239656, 250717]",moot,2021-04-26T22:56:10Z,2021-04-19T10:43:49Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/moot,93,118,48,https://api.ldjam.com/vx/node2/get/77133+236597+239656+250717,76.892782496148,102,59.125,132.85714285714,4.112,118,3.575,567,3.685,392,3.61,968,4.74,13,4.5,10,2.684,898,4.457,45,-31.826694436753
236225,They Know We Know,"[54819, 238260, 252109, 239330, 252119, 238185, 238259, 238265]",they-know-we-know,2021-04-27T00:56:47Z,2021-04-05T16:54:41Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/they-know-we-know,40,119,48,https://api.ldjam.com/vx/node2/get/54819+238260+252109+239330+252119+238185+238259+238265,132.70414315457,76,84.75,49.125,4.109,119,3.802,301,3.938,190,4.042,352,4.383,150,4.181,95,4.022,103,4.202,140,-12.437054415573
241865,Sleepy Trouble,"[241853, 241822, 241870, 241844, 241839]",sleepy-trouble,2021-04-27T01:51:28Z,2021-04-22T08:17:23Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/sleepy-trouble,29,119,48,https://api.ldjam.com/vx/node2/get/241853+241822+241870+241844+241839,131.27528930087,39,54.5,32.625,4.109,119,3.797,306,3.672,405,3.453,1157,4.609,45,4.177,98,3.065,604,4.258,114,-0.18066862091537
245036,Tunnel of Love: I'm Digging It,"[50314, 148364, 93431, 64117, 153317]",tunnel-of-love-im-digging-it,2021-04-26T18:13:26Z,2021-04-23T21:49:52Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/tunnel-of-love-im-digging-it,42,119,48,https://api.ldjam.com/vx/node2/get/50314+148364+93431+64117+153317,62.439054105446,31,25,65.125,4.109,119,3.977,168,3.371,729,4.211,166,4.038,488,3.631,509,4.547,6,3.943,356,-34.515460175219
234255,Corla,"[122244, 164547]",corla,2021-04-27T01:59:28Z,2021-03-04T09:20:56Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/corla,59,122,48,https://api.ldjam.com/vx/node2/get/122244+164547,120.16835362522,169,105.25,80.285714285714,4.108,122,4.114,81,4.114,94,4.057,320,3.665,932,3.708,421,,,3.855,450,-19.087932977039
242824,CRASH Pit,[214680],crash-pit,2021-04-26T01:32:12Z,2021-04-22T23:53:50Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/crash-pit,25,123,48,https://api.ldjam.com/vx/node2/get/214680,43.738352486815,1,5.5,29.75,4.107,123,4.357,22,3.446,645,3.929,518,3.875,661,3.393,755,3.115,567,3.446,994,-55.463822858488
235246,Fleeting,"[9649, 201927, 107843, 9653, 243353]",fleeting,2021-04-27T00:59:11Z,2021-03-24T03:45:44Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/fleeting,14,124,48,https://api.ldjam.com/vx/node2/get/9649+201927+107843+9653+243353,132.21956885609,19,30.375,21,4.105,124,3.737,370,3.474,615,3.5,1094,4.395,143,4.316,47,,,4.474,40,4.3498389499902
233678,Masseuse you Loose,"[13882, 126652, 126651]",masseuse-you-loose,2021-04-26T17:03:44Z,2021-02-16T20:23:48Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/masseuse-you-loose,63,125,48,https://api.ldjam.com/vx/node2/get/13882+126652+126651,124.51456127294,165,127.375,74.857142857143,4.103,125,4.075,99,4.274,50,3.39,1236,4.295,232,,,4.5,10,3.938,363,-12.478958758864
240764,D. Per & Dee Per: Treasure Hunters,[9836],d-per-dee-per-treasure-hunters,2021-04-27T00:26:22Z,2021-04-20T20:58:06Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/d-per-dee-per-treasure-hunters,26,125,48,https://api.ldjam.com/vx/node2/get/9836,156.33476721625,39,87.375,36.75,4.103,125,4.014,143,3.8,294,3.871,603,3.714,873,3.926,238,4.371,20,3.857,448,-10.686626909982
242791,Rabbit Rappel,"[242787, 100173, 252481]",rabbit-rappel,2021-04-27T01:55:42Z,2021-04-22T23:20:22Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/rabbit-rappel,115,127,48,https://api.ldjam.com/vx/node2/get/242787+100173+252481,83.815273071201,102,70.25,156.42857142857,4.101,127,3.864,243,4.205,64,4.221,157,4.5,82,3.683,454,2.5,,4.149,189,-36.544908221906
236096,Callous,[59026],callous,2021-04-27T00:41:21Z,2021-04-04T15:02:04Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/callous,40,128,48,https://api.ldjam.com/vx/node2/get/59026,91.415575870511,49,22.25,36.833333333333,4.1,128,3.309,969,4.114,94,4.614,8,4.629,36,,,,,4.629,6,0.85471639810649
244250,A Way Home,"[162890, 228505, 220023]",a-way-home,2021-04-26T21:08:49Z,2021-04-23T17:53:37Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/a-way-home,18,128,48,https://api.ldjam.com/vx/node2/get/162890+228505+220023,140.04160269519,24,50.5,26.75,4.1,128,3.96,186,4.08,109,4.16,207,4.28,251,3.98,196,3.283,464,3.58,791,-4.7338976755066
245659,Operation: Sub-Deep,[98045],operation-sub-deep,2021-04-26T19:59:07Z,2021-04-24T00:34:28Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/operation-sub-deep,19,128,48,https://api.ldjam.com/vx/node2/get/98045,176.29075804633,11,39.625,22,4.1,128,4.125,77,3.65,423,3.9,557,,,,,,,3.975,325,-3.4692700836577
251594,Something Fishy,"[141942, 202935, 154298, 185143]",something-fishy,2021-04-26T23:33:41Z,2021-04-26T20:35:25Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/something-fishy,18,128,48,https://api.ldjam.com/vx/node2/get/141942+202935+154298+185143,98.609111678776,28,22,27,4.1,128,4.08,94,3.64,436,4.42,45,4.12,401,4.2,82,,,4.54,17,1.7700489198215
245519,Deeper & Deeper: Attorneys at Law,[822],deeper-deeper-attorneys-at-law,2021-04-27T01:55:18Z,2021-04-24T00:07:46Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/deeper-deeper-attorneys-at-law,49,132,48,https://api.ldjam.com/vx/node2/get/822,79.638444731139,58,23.625,38.25,4.097,132,3.736,372,3.375,726,3.708,831,4.419,130,3.855,298,4.2,59,4.167,172,2.0499935493969
250547,Crystal Mites,[250546],crystal-mites,2021-04-26T12:59:33Z,2021-04-26T07:44:55Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/crystal-mites,22,132,48,https://api.ldjam.com/vx/node2/get/250546,78.643111305589,14,19.25,32.125,4.097,132,4,145,3.71,369,3.3,1329,4.29,237,4.452,18,2.98,665,3.726,592,-17.245851903138
