id,name,author,slug,published,created,modified,path,comments,game_position,ludum_dare_version,data_authors,cool,feedback,given,grade,grade-01-average,grade-01-result,grade-02-average,grade-02-result,grade-03-average,grade-03-result,grade-04-average,grade-04-result,grade-05-average,grade-05-result,grade-06-average,grade-06-result,grade-07-average,grade-07-result,grade-08-average,grade-08-result,smart
236730,Going Down,[12732],going-down-2,2021-04-26T23:50:09Z,2021-04-08T16:00:44Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/going-down-2,19,134,48,https://api.ldjam.com/vx/node2/get/12732,67.235020229085,10,8.25,22,4.095,134,3.526,624,3.632,445,4.125,245,4.31,216,4.105,126,,,4.238,120,-23.260903778524
241963,Capsaiciner,"[448, 484, 482]",capsaiciner,2021-04-26T21:02:39Z,2021-04-22T10:43:36Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/capsaiciner,30,134,48,https://api.ldjam.com/vx/node2/get/448+484+482,107.32265285196,48,43.625,38.875,4.095,134,4.068,102,3.432,661,3.689,856,4.197,324,3.667,465,3.689,230,4.028,279,-3.4938715115931
243735,DwarfSweeper,[176332],dwarfsweeper,2021-04-26T19:39:22Z,2021-04-23T14:14:36Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/dwarfsweeper,23,134,48,https://api.ldjam.com/vx/node2/get/176332,134.0118788521,7,33,22.142857142857,4.095,134,4.024,125,4.31,40,4.333,74,3.548,1071,,,3.167,533,3.389,1052,-10.591794780938
246078,Ore Lord,"[103952, 115393, 104014, 104029, 228669, 115740]",ore-lord,2021-04-27T00:52:05Z,2021-04-24T01:12:25Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/ore-lord,32,134,48,https://api.ldjam.com/vx/node2/get/103952+115393+104014+104029+228669+115740,23.488808780588,3,2,37.25,4.095,134,3.919,209,4.054,120,4.135,236,4.541,66,3.892,263,2.771,825,4.083,232,-70.138323134443
238562,Oculus Leviathan,[5017],oculus-leviathan,2021-04-26T19:45:05Z,2021-04-16T06:01:46Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/oculus-leviathan,24,138,48,https://api.ldjam.com/vx/node2/get/5017,95.477861829052,20,20.625,23.625,4.091,138,3.659,454,3.977,164,4.318,86,4.045,477,3.932,233,2.553,996,4.114,212,0.75854437197566
247641,Downward Frog,[1187],downward-frog,2021-04-27T01:38:29Z,2021-04-24T16:31:35Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/downward-frog,49,138,48,https://api.ldjam.com/vx/node2/get/1187,105.93261753121,53,62,56.25,4.091,138,3.845,262,3.364,739,4.218,161,4.438,117,4.027,166,3.306,448,4.057,257,-14.48523326117
250175,Fetal Fury,"[12133, 246025]",fetal-fury,2021-04-26T01:25:08Z,2021-04-26T01:23:49Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/fetal-fury,49,138,48,https://api.ldjam.com/vx/node2/get/12133+246025,67.292658491045,75,30,67.25,4.091,138,4.068,102,3.394,704,3.592,988,4.371,163,4.454,17,4.3,32,3.865,439,-13.242396757229
241841,Rocket Philosophy,"[4827, 4840]",rocket-philosophy,2021-04-26T20:12:29Z,2021-04-22T07:40:24Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/rocket-philosophy,31,141,48,https://api.ldjam.com/vx/node2/get/4827+4840,55.117825460955,18,12,40.5,4.09,141,4.231,46,3.395,700,4.179,188,4.141,381,3.855,298,4.051,95,3.865,439,-30.519166622035
237264,Little Mother,[237261],little-mother,2021-04-26T22:54:01Z,2021-04-11T09:46:12Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/little-mother,36,142,48,https://api.ldjam.com/vx/node2/get/237261,94.412123294997,33,40,52.428571428571,4.088,142,3.449,761,3.55,530,3.961,472,4.598,50,4.18,96,,,4.539,19,-27.499948625229
234395,Last Flower,[115611],last-flower,2021-04-26T21:33:57Z,2021-03-07T11:43:07Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/last-flower,26,143,48,https://api.ldjam.com/vx/node2/get/115611,86.602540378444,32,20.25,37.333333333333,4.083,143,3.118,1255,3.162,965,3.806,705,4.778,6,,,,,4.542,16,-10.072492963837
243514,Super Deep Olympic Diver,"[243508, 243512]",super-deep-olympic-diver,2021-04-26T22:24:46Z,2021-04-23T12:18:44Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/super-deep-olympic-diver,24,143,48,https://api.ldjam.com/vx/node2/get/243508+243512,94.512349826163,22,19.875,26.571428571429,4.083,143,4.18,62,3.44,651,4.26,127,3.96,575,,,4,106,3.625,731,-1.081112842091
252288,Bubbly,"[123681, 130866, 163463, 233308]",bubbly,2021-04-27T00:09:48Z,2021-04-27T00:07:51Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/bubbly,67,145,48,https://api.ldjam.com/vx/node2/get/123681+130866+163463+233308,100.50569222604,123,99.625,99.625,4.08,145,4.015,140,3.698,378,4.347,71,4.282,249,4.312,51,3.013,645,4.233,124,-20.415206589038
237120,Your Average Lift Experience,[182503],your-average-lift-experience,2021-04-26T23:48:07Z,2021-04-10T16:33:49Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/your-average-lift-experience,27,146,48,https://api.ldjam.com/vx/node2/get/182503,88.578517972214,40,25.5,33.5,4.078,146,3.922,207,3.484,600,3.875,597,3.969,564,4.103,129,4.719,1,4.306,87,2.2142905567996
240075,dark mind,[80143],dark-mind,2021-04-27T00:19:33Z,2021-04-19T22:02:15Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/dark-mind,21,147,48,https://api.ldjam.com/vx/node2/get/80143,116.23527131586,42,31.75,28,4.077,147,3.731,381,3.712,367,4.077,302,4.462,103,3.904,255,,,4.058,254,-1.3606076167856
246564,Drowning in debts,"[122397, 127618]",drowning-in-debts,2021-04-26T09:10:11Z,2021-04-24T05:50:07Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/drowning-in-debts,19,148,48,https://api.ldjam.com/vx/node2/get/122397+127618,137.21365167831,15,34.125,21.857142857143,4.075,148,4.225,52,3.55,530,4.425,44,3.95,583,,,3.132,557,3.95,347,-7.6063564640204
252593,Robed Bird Reckoning,"[2836, 4925, 33067]",robed-bird-reckoning,2021-04-27T00:59:34Z,2021-04-27T00:56:51Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/robed-bird-reckoning,29,149,48,https://api.ldjam.com/vx/node2/get/2836+4925+33067,105.6689135106,40,31.125,28.875,4.074,149,4.019,134,3.093,1069,3.944,498,3.944,590,4.148,107,3.865,158,4,297,10.096376512636
236037,Drill Cave,[236036],drill-cave,2021-04-26T19:43:44Z,2021-04-03T16:43:40Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/drill-cave,20,150,48,https://api.ldjam.com/vx/node2/get/236036,88.19171036882,18,14.875,23,4.071,150,4.024,125,3.69,383,4.214,164,4.595,53,4.31,52,,,4.286,99,0.79471448486326
252043,Edward Driller Hands,"[240773, 72698]",edward-driller-hands,2021-04-27T00:17:49Z,2021-04-26T23:01:02Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/edward-driller-hands,16,150,48,https://api.ldjam.com/vx/node2/get/240773+72698,97.638790105845,11,17.875,22.571428571429,4.071,150,4,145,3.643,431,4.357,66,4.405,136,,,3.667,243,3.833,475,-4.6990111225877
249774,Drilbert,"[46940, 3105]",drilbert,2021-04-25T23:28:40Z,2021-04-25T22:40:09Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/drilbert,32,152,48,https://api.ldjam.com/vx/node2/get/46940+3105,104.11872052903,52,30.625,39,4.068,152,3.757,356,3.973,169,3.865,607,3.811,748,,,,,3.586,783,1.8810425714374
238229,Deep Cover,"[11529, 14902, 244228, 138811, 149085, 11465, 151289]",deep-cover-1,2021-04-27T01:17:45Z,2021-04-14T20:00:10Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/deep-cover-1,71,153,48,https://api.ldjam.com/vx/node2/get/11529+14902+244228+138811+149085+11465+151289,93.671180119887,126,73.375,84.625,4.065,153,3.896,225,3.578,497,3.827,665,4.313,212,4.108,122,3.963,122,3.819,496,-13.376634193726
242842,A Sinking Feeling,"[121377, 243237, 237952, 237972]",a-sinking-feeling,2021-04-27T00:41:24Z,2021-04-23T00:23:52Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/a-sinking-feeling,53,154,48,https://api.ldjam.com/vx/node2/get/121377+243237+237952+237972,70.878040904532,43,39.75,80.125,4.063,154,3.794,309,3.969,172,4.281,111,4.469,98,3.974,207,3.014,644,3.877,421,-33.735549171452
249240,Hellevator Operator,"[11415, 11414]",hellevator-operator,2021-04-27T00:44:59Z,2021-04-25T17:19:09Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/hellevator-operator,20,154,48,https://api.ldjam.com/vx/node2/get/11415+11414,74.663998310284,1,12.125,26,4.063,154,3.938,200,3.896,229,4.25,134,3.917,620,,,3.729,214,4.042,272,-41.187551406279
236480,INTO THE FRAME,[51279],into-the-frame,2021-04-26T22:54:15Z,2021-04-07T07:09:48Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/into-the-frame,41,156,48,https://api.ldjam.com/vx/node2/get/51279,78.812776530797,58,35.25,66,4.062,156,3.985,161,4.285,48,3.746,782,4.192,329,4.089,139,,,3.905,392,-18.657874668881
247828,RRRR U Scared ?,"[133639, 133233, 249487, 249488]",rrrr-u-scared,2021-04-25T20:56:48Z,2021-04-24T18:24:41Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/rrrr-u-scared,36,157,48,https://api.ldjam.com/vx/node2/get/133639+133233+249487+249488,136.91087883944,42,54.125,34.142857142857,4.061,157,4.03,120,3.766,325,3.242,1392,4.167,350,,,3.357,420,3.773,532,2.683655244607
239219,Dipper And Dipper,"[6507, 242206]",dipper-and-dipper,2021-04-26T22:52:30Z,2021-04-18T13:56:59Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/dipper-and-dipper,22,158,48,https://api.ldjam.com/vx/node2/get/6507+242206,91.018205461821,29,21.125,26.5,4.06,158,4.14,73,3.68,400,3.94,505,3.9,641,3.86,293,3.636,258,3.75,562,2.6436275942851
233491,Subsanity,"[233490, 236162, 237344, 237799]",subsanity,2021-04-27T01:01:33Z,2021-02-11T23:32:20Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/subsanity,42,159,48,https://api.ldjam.com/vx/node2/get/233490+236162+237344+237799,99.553901121386,63,41.75,43.125,4.058,159,3.976,169,3.083,1082,4.226,152,4.221,303,4.202,81,2.561,991,4.167,172,3.8393407897613
250582,Spring Tale,"[4195, 156963]",spring-tale,2021-04-27T00:17:40Z,2021-04-26T08:30:07Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/spring-tale,21,159,48,https://api.ldjam.com/vx/node2/get/4195+156963,77.870596422745,31,14.25,28,4.058,159,4.058,105,3.615,457,3.212,1423,3.577,1045,4.038,160,,,3.673,667,-2.0368732963857
234216,Boots & Booty,[196],boots-booty,2021-04-27T00:51:20Z,2021-03-03T09:47:09Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/boots-booty,33,161,48,https://api.ldjam.com/vx/node2/get/196,97.961280902476,27,26.75,28.875,4.056,161,3.574,573,3.778,311,3.796,719,4.63,35,4.135,110,3.278,466,4.37,62,-0.6514727329596
246823,The Long Loneliness,[102644],the-long-loneliness,2021-04-27T01:50:26Z,2021-04-24T08:04:01Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/the-long-loneliness,41,161,48,https://api.ldjam.com/vx/node2/get/102644,91.507936388847,51,30.25,37.125,4.056,161,3.625,504,3.824,277,3.689,856,4.592,54,4.222,73,2.188,1283,4.27,107,3.0677001764963
236629,[DATAMINER],[236628],dataminer,2021-04-25T20:43:07Z,2021-04-07T23:41:00Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/dataminer,9,163,48,https://api.ldjam.com/vx/node2/get/236628,138.48864385794,1,32.125,20.285714285714,4.053,163,4.079,95,3.816,286,3.289,1334,3.368,1251,,,2.967,682,3.778,529,-12.58807249338
242154,Burilka Pump,"[80586, 133820, 114083, 102144]",burilka-pump,2021-04-27T00:58:38Z,2021-04-22T14:25:26Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/burilka-pump,27,163,48,https://api.ldjam.com/vx/node2/get/80586+133820+114083+102144,87.098834071139,9,22,40,4.053,163,3.895,226,3.934,196,3.566,1020,4.368,168,,,,,3.539,863,-30.178799781155
246048,Ludum Postal,"[75122, 75464, 251870]",ludum-postal,2021-04-27T01:08:48Z,2021-04-24T01:06:18Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/ludum-postal,17,165,48,https://api.ldjam.com/vx/node2/get/75122+75464+251870,110.30261405183,38,36.5,31,4.052,165,4.155,68,3.897,225,3.083,1531,4.069,451,3.911,250,4.207,58,3.569,813,3.0776406404415
241279,Dwammings,"[215997, 239921, 240777, 240775]",dwammings,2021-04-27T01:17:55Z,2021-04-21T16:02:24Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/dwammings,64,166,48,https://api.ldjam.com/vx/node2/get/215997+239921+240777+240775,96.329837588578,86,66,72.125,4.05,166,3.824,281,3.821,279,4.38,62,4.373,162,3.761,378,3.543,310,3.906,391,-10.63428712961
236756,Payday,"[14647, 146224]",payday,2021-04-27T01:01:22Z,2021-04-08T17:19:43Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/payday,15,167,48,https://api.ldjam.com/vx/node2/get/14647+146224,59.209349991676,4,7.625,22.75,4.048,167,4.119,80,3.381,721,3.286,1338,4.167,350,3.65,485,4.35,22,3.69,641,-35.658839408691
237444,Deep Dream,[237443],deep-dream,2021-04-26T18:52:50Z,2021-04-12T04:45:36Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/deep-dream,32,167,48,https://api.ldjam.com/vx/node2/get/237443,92.962225170453,38,26.25,31.375,4.048,167,3.817,290,4.317,39,3.833,651,4.4,139,4.033,161,2.239,1249,4.097,224,2.4789271115311
238202,Deep Jupiter,[84055],deep-jupiter,2021-04-27T01:25:48Z,2021-04-14T18:24:30Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/deep-jupiter,12,167,48,https://api.ldjam.com/vx/node2/get/84055,119.34900940733,17,30.625,22.5,4.048,167,3.714,395,3.881,241,3.9,557,4.238,291,3.738,389,3.868,155,3.925,374,2.1980647783726
239625,The Deep,"[81770, 81779, 93368]",the-deep,2021-04-26T17:56:26Z,2021-04-19T09:21:10Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/the-deep,58,170,48,https://api.ldjam.com/vx/node2/get/81770+81779+93368,116.43525576057,113,93.375,69.875,4.043,170,3.636,486,4.307,41,4.493,23,4.286,242,4.179,97,2.74,849,4.387,60,-12.229254852749
251960,Magic Worm,[11052],magic-worm,2021-04-26T22:47:05Z,2021-04-26T22:36:02Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/magic-worm,20,170,48,https://api.ldjam.com/vx/node2/get/11052,38.138503569824,6,3,24.714285714286,4.043,170,4.022,130,4.152,78,2.674,1769,4.217,308,,,3.818,174,3.773,532,-53.885118687337
251459,Aby's Life 🐠,"[247653, 163050]",abys-life,2021-04-26T22:59:59Z,2021-04-26T19:38:59Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/abys-life,22,172,48,https://api.ldjam.com/vx/node2/get/247653+163050,92.582009977255,22,18,25.142857142857,4.042,172,3.5,653,3.522,563,4.583,9,4.688,21,,,2.395,1139,4.75,1,-1.2138008792259
238141,Dieper & Deaper,"[5877, 238142, 238226]",dieper-deaper,2021-04-27T00:50:19Z,2021-04-14T12:53:47Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/dieper-deaper,75,173,48,https://api.ldjam.com/vx/node2/get/5877+238142+238226,113.01685089739,143,89.25,70.875,4.037,173,4,145,3.623,454,3.696,845,3.929,607,4.029,164,4.088,85,4.015,293,-5.2318527820887
237112,Deep Roots,"[139769, 139521, 182499, 179906, 143540]",deep-roots,2021-04-26T21:10:29Z,2021-04-10T15:58:41Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/deep-roots,46,174,48,https://api.ldjam.com/vx/node2/get/139769+139521+182499+179906+143540,119.23670284081,35,40.875,29.75,4.034,174,4.052,109,4.069,112,4.052,333,3.81,749,3.893,261,2,1363,3.704,618,2.8061559005924
235287,Hellfall,"[56979, 236774]",hellfall-1,2021-04-27T00:02:21Z,2021-03-24T17:00:20Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/hellfall-1,45,175,48,https://api.ldjam.com/vx/node2/get/56979+236774,99.767711649125,92,53.625,62.714285714286,4.033,175,3.944,198,3.205,916,4.156,215,4.205,317,3.771,368,,,3.942,357,-2.1532267706792
247439,Welldiver,"[11800, 11213]",welldiver,2021-04-26T22:37:28Z,2021-04-24T14:13:13Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/welldiver,22,175,48,https://api.ldjam.com/vx/node2/get/11800+11213,93.250480824031,26,22.5,30.714285714286,4.033,175,3.948,193,2.883,1345,3.95,485,3.983,537,3.9,257,2.614,956,,,-5.2885871911566
252733,Marty and the Eldritch Horror,[221262],marty-and-the-eldritch-horror,2021-04-27T01:59:30Z,2021-04-27T01:18:21Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/marty-and-the-eldritch-horror,36,175,48,https://api.ldjam.com/vx/node2/get/221262,42.10091177738,11,8.375,48.25,4.033,175,4.085,92,3.783,306,3.872,602,4.298,229,3.34,798,3.511,328,3.761,552,-47.189539638268
236302,Get Down!,"[181925, 186251, 181946, 181942, 246319, 242371]",get-down-1,2021-04-27T01:21:40Z,2021-04-06T03:26:10Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/get-down-1,45,178,48,https://api.ldjam.com/vx/node2/get/181925+186251+181946+181942+246319+242371,110.59372101801,78,58.25,48.625,4.032,178,4.074,101,3.851,260,3.362,1265,3.979,547,4.315,48,3.889,147,4.16,177,2.7732805171853
242384,She Waits Below,[242383],she-waits-below,2021-04-26T23:18:47Z,2021-04-22T17:27:35Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/she-waits-below,44,179,48,https://api.ldjam.com/vx/node2/get/242383,103.85077243407,94,39.5,50.166666666667,4.031,179,3.643,479,3.99,159,4.32,84,,,,,2.732,860,4.31,84,-3.5634923900705
238699,Third Party,"[214979, 83492, 239880, 240567, 240554, 251543]",third-party,2021-04-27T00:57:36Z,2021-04-16T16:30:55Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/third-party,43,180,48,https://api.ldjam.com/vx/node2/get/214979+83492+239880+240567+240554+251543,65.206018261494,27,29.125,69.5,4.029,180,3.862,245,3.819,282,3.609,969,4.529,70,3.862,289,2.853,772,3.884,413,-37.08471303941
244229,Descent Into Madness,"[73011, 100803, 82314, 136842, 240591, 245413]",descent-into-madness-1,2021-04-27T01:03:06Z,2021-04-23T17:44:06Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/descent-into-madness-1,13,181,48,https://api.ldjam.com/vx/node2/get/73011+100803+82314+136842+240591+245413,100.32840810899,17,19.125,20,4.028,181,3.778,324,3.972,170,3.944,498,4.158,363,4.333,43,3.594,278,4.263,108,2.1980647783726
252775,Clockwork Abyss,[138348],clockwork-abyss,2021-04-27T01:28:18Z,2021-04-27T01:25:26Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/clockwork-abyss,27,181,48,https://api.ldjam.com/vx/node2/get/138348,132.06763594884,28,56.25,38,4.028,181,3.736,372,3.639,438,4.056,322,4.792,5,4.361,39,,,4.181,160,-13.210210666994
244469,Depot Drop,[244467],depot-drop,2021-04-27T00:58:20Z,2021-04-23T19:03:29Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/depot-drop,14,183,48,https://api.ldjam.com/vx/node2/get/244467,51.075391845525,12,4.5,20.857142857143,4.026,183,4,145,3.579,495,4.211,166,4.316,208,4,181,3.583,284,,,-31.469090017692
234900,Stairway to Silence,[52177],stairway-to-silence,2021-04-27T01:00:59Z,2021-03-17T15:58:55Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/stairway-to-silence,18,184,48,https://api.ldjam.com/vx/node2/get/52177,77.388700654624,9,13.625,23.75,4.023,184,4.023,129,3.841,267,4.409,48,4.205,317,3.5,643,1.975,1371,3.841,468,-12.641091196327
239606,Chippy Picker,"[220288, 227574, 228018, 251798]",chippy-picker,2021-04-27T00:56:24Z,2021-04-19T08:54:05Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/chippy-picker,15,184,48,https://api.ldjam.com/vx/node2/get/220288+227574+228018+251798,103.94516680033,0,23.5,22.75,4.023,184,4,145,4.262,52,4.429,41,4.167,350,3.643,494,4.325,25,3.816,500,-18.800205705885
245323,Deep Lost,"[245283, 250995]",deep-lost,2021-04-27T00:59:39Z,2021-04-23T23:04:47Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/deep-lost,25,184,48,https://api.ldjam.com/vx/node2/get/245283+250995,116.65771537447,19,22.625,23.5,4.023,184,3.857,251,3.619,456,4.045,347,4.095,424,,,,,4.295,89,2.1054940485262
245886,METADATA,[216518],metadata,2021-04-27T01:58:17Z,2021-04-24T00:57:41Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/metadata,19,184,48,https://api.ldjam.com/vx/node2/get/216518,85.943956369041,13,16.25,23,4.023,184,4.159,66,3.881,241,3.5,1094,4.068,452,4.19,88,4.25,48,4.222,129,-7.263815045043
252511,MIND LINKER,[161686],linker,2021-04-27T00:53:40Z,2021-04-27T00:46:48Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/linker,16,184,48,https://api.ldjam.com/vx/node2/get/161686,0,0,0,24.285714285714,4.023,184,3.432,786,3.773,321,4.159,211,4.13,392,4.087,144,,,4.364,67,-80.678164338414
240730,Dig It!,"[98170, 103564]",dig-it,2021-04-26T22:31:24Z,2021-04-20T19:57:40Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/dig-it,22,189,48,https://api.ldjam.com/vx/node2/get/98170+103564,104.46998848772,26,25.375,24.25,4.022,189,4.152,70,3.065,1113,4.239,141,3.87,674,3.783,350,3.237,489,3.905,392,1.3668059958395
251795,Corpse Clue,"[3600, 5186]",corpse-clue,2021-04-26T21:58:01Z,2021-04-26T21:46:03Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/corpse-clue,18,189,48,https://api.ldjam.com/vx/node2/get/3600+5186,72.591053703913,19,11,25,4.022,189,3.826,278,4.457,11,3.587,989,4.37,164,3.783,350,,,4.543,15,-10.338326547657
235618,A Taste of the Past,"[214283, 215700, 214309, 238548, 236651, 219050, 237361, 236632, 244905]",a-taste-of-the-past,2021-04-27T01:54:06Z,2021-03-29T19:32:39Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/a-taste-of-the-past,195,191,48,https://api.ldjam.com/vx/node2/get/214283+215700+214309+238548+236651+219050+237361+236632+244905,100,119,111.75,144.42857142857,4.021,191,3.286,1005,3.493,596,3.996,427,4.5,82,4.371,37,,,4.364,67,-35.331728845456
242666,Junk.E,"[242636, 251645, 253323, 253608]",junk-e,2021-04-27T00:22:13Z,2021-04-22T21:15:26Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/junk-e,15,191,48,https://api.ldjam.com/vx/node2/get/242636+251645+253323+253608,120.16145600901,24,35.375,25.5,4.021,191,3.813,293,3.833,269,4.229,148,4.438,117,3.783,350,3.286,460,3.833,475,0.93898773656797
246154,Worm Go Down,[5764],worm-go-down,2021-04-27T01:28:23Z,2021-04-24T01:42:17Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/worm-go-down,19,191,48,https://api.ldjam.com/vx/node2/get/5764,84.319787651508,20,15.375,25.857142857143,4.021,191,3.771,334,3.417,678,3.875,597,3.875,661,3.854,300,,,4.065,249,-1.6714269029962
235519,OVERDRILLED,"[211991, 214007, 213181, 215432, 213750, 191036]",overdrilled-1,2021-04-27T00:43:07Z,2021-03-28T08:25:43Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/overdrilled-1,113,194,48,https://api.ldjam.com/vx/node2/get/211991+214007+213181+215432+213750+191036,65.57438524302,38,43,133.75,4.019,194,3.729,382,3.851,260,4.313,92,4.674,25,4.11,120,3.641,254,3.797,517,-50.675402472113
238065,Lambda,"[161479, 238642]",lambda,2021-04-27T00:14:17Z,2021-04-14T05:54:47Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/lambda,21,194,48,https://api.ldjam.com/vx/node2/get/161479+238642,88.785600650572,21,21.875,28.75,4.019,194,3.963,182,4.074,111,4.111,262,3.852,697,3.096,972,3.538,316,3.833,475,-10.381385510642
238200,What Lies Below,"[22547, 24323]",what-lies-below,2021-04-26T23:29:50Z,2021-04-14T18:12:21Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/what-lies-below,20,194,48,https://api.ldjam.com/vx/node2/get/22547+24323,125.79842096961,32,40.75,26.75,4.019,194,3.712,402,3.365,737,4.135,236,4.212,311,3.98,196,2.889,745,4.2,141,6.6590211327238
239004,Selkö,"[183602, 216666, 204479]",selko,2021-04-27T00:57:17Z,2021-04-17T18:25:59Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/selko,155,197,48,https://api.ldjam.com/vx/node2/get/183602+216666+204479,100,230,164.375,245.5,4.018,197,3.465,728,3.517,571,4.314,91,4.299,228,,,,,4.475,39,-52.409997243441
246338,What Lies Below,"[193686, 149011, 246343]",what-lies-below-1,2021-04-26T23:40:07Z,2021-04-24T03:20:17Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/what-lies-below-1,22,198,48,https://api.ldjam.com/vx/node2/get/193686+149011+246343,101.66084905048,33,27,31,4.017,198,3.586,551,3.5,578,4.31,93,4.31,216,3.759,379,,,3.828,489,-1.550481502916
252377,Tap Trick,"[122189, 8727]",tap-trick,2021-04-27T01:01:06Z,2021-04-27T00:28:50Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/tap-trick,38,198,48,https://api.ldjam.com/vx/node2/get/122189+8727,15.877683720749,0,1.5,60.5,4.017,198,4.11,84,3.847,264,2.026,1903,4.398,141,4.198,84,3.569,296,3.836,474,-84.318748795321
245028,SUBTERRA,"[106987, 133899, 252280, 252284, 252316, 47534]",subterra,2021-04-26T23:03:29Z,2021-04-23T21:46:35Z,2024-04-16T01:23:03Z,/events/ludum-dare/48/subterra,28,200,48,https://api.ldjam.com/vx/node2/get/106987+133899+252280+252284+252316+47534,115.52430333767,39,44.375,34.25,4.015,200,3.818,287,4.091,103,4.515,15,4.47,96,4.422,21,3.569,296,3.984,319,-0.36036153238595
