rank,author,composite_score,count,team_size,grade,game_position,performance_score,game_link,Fun_score,Fun_rank,Overall_score,Overall_rank,Mood_score,Mood_rank,Graphics_score,Graphics_rank,Innovation_score,Innovation_rank,Audio_score,Audio_rank,Theme_score,Theme_rank,Humor_score,Humor_rank
33,212592,1776.41200013905,3,11,75.125,"[60.0, 333.0]",0.6333012,/events/ludum-dare/50/game-name,0.5186999999999999,333.0,0.8301999999999999,60.0,0.6118,,0.62146,,0.49476,,0.5922000000000001,,0.4540199999999999,,0.50876,
33,213967,1776.41200013905,3,11,75.125,"[60.0, 333.0]",0.6333012,/events/ludum-dare/50/game-name,0.5186999999999999,333.0,0.8301999999999999,60.0,0.6118,,0.62146,,0.49476,,0.5922000000000001,,0.4540199999999999,,0.50876,
33,143240,1776.41200013905,3,11,75.125,"[60.0, 333.0]",0.6333012,/events/ludum-dare/50/game-name,0.5186999999999999,333.0,0.8301999999999999,60.0,0.6118,,0.62146,,0.49476,,0.5922000000000001,,0.4540199999999999,,0.50876,
36,145777,1768.2189812285003,1,7,100.25,"[17.0, 14.0]",6.040104599999999,/events/ludum-dare/44/sick-business,10.1568,14.0,7.626600000000001,17.0,0.55426,,0.58898,,0.5662999999999999,,0.5303199999999999,,0.5549599999999999,,0.5658799999999999,
36,141713,1768.2189812285003,1,7,100.25,"[17.0, 14.0]",6.040104599999999,/events/ludum-dare/44/sick-business,10.1568,14.0,7.626600000000001,17.0,0.55426,,0.58898,,0.5662999999999999,,0.5303199999999999,,0.5549599999999999,,0.5658799999999999,
36,145108,1768.2189812285003,1,7,100.25,"[17.0, 14.0]",6.040104599999999,/events/ludum-dare/44/sick-business,10.1568,14.0,7.626600000000001,17.0,0.55426,,0.58898,,0.5662999999999999,,0.5303199999999999,,0.5549599999999999,,0.5658799999999999,
39,253616,1766.4120001390497,2,11,75.125,"[60.0, 333.0]",0.6333012,/events/ludum-dare/50/game-name,0.5186999999999999,333.0,0.8301999999999999,60.0,0.6118,,0.62146,,0.49476,,0.5922000000000001,,0.4540199999999999,,0.50876,
39,212580,1766.4120001390497,2,11,75.125,"[60.0, 333.0]",0.6333012,/events/ludum-dare/50/game-name,0.5186999999999999,333.0,0.8301999999999999,60.0,0.6118,,0.62146,,0.49476,,0.5922000000000001,,0.4540199999999999,,0.50876,
41,147359,1756.41200013905,1,11,75.125,"[60.0, 333.0]",0.6333012,/events/ludum-dare/50/game-name,0.5186999999999999,333.0,0.8301999999999999,60.0,0.6118,,0.62146,,0.49476,,0.5922000000000001,,0.4540199999999999,,0.50876,
41,277492,1756.41200013905,1,11,75.125,"[60.0, 333.0]",0.6333012,/events/ludum-dare/50/game-name,0.5186999999999999,333.0,0.8301999999999999,60.0,0.6118,,0.62146,,0.49476,,0.5922000000000001,,0.4540199999999999,,0.50876,
41,180889,1756.41200013905,1,11,75.125,"[60.0, 333.0]",0.6333012,/events/ludum-dare/50/game-name,0.5186999999999999,333.0,0.8301999999999999,60.0,0.6118,,0.62146,,0.49476,,0.5922000000000001,,0.4540199999999999,,0.50876,
41,276252,1756.41200013905,1,11,75.125,"[60.0, 333.0]",0.6333012,/events/ludum-dare/50/game-name,0.5186999999999999,333.0,0.8301999999999999,60.0,0.6118,,0.62146,,0.49476,,0.5922000000000001,,0.4540199999999999,,0.50876,
45,16672,1750.9954670840002,3,5,46.125,"[14.0, 4.0]",6.9077519999999994,/events/ludum-dare/44/journey-through-the-blood-tribe-lands,10.4544,4.0,10.1856,14.0,0.52822,,0.56462,,0.55384,,0.5838,,0.58548,,0.4575199999999999,
45,77764,1750.9954670840002,3,5,46.125,"[14.0, 4.0]",6.9077519999999994,/events/ludum-dare/44/journey-through-the-blood-tribe-lands,10.4544,4.0,10.1856,14.0,0.52822,,0.56462,,0.55384,,0.5838,,0.58548,,0.4575199999999999,
45,77509,1750.9954670840002,3,5,46.125,"[14.0, 4.0]",6.9077519999999994,/events/ludum-dare/44/journey-through-the-blood-tribe-lands,10.4544,4.0,10.1856,14.0,0.52822,,0.56462,,0.55384,,0.5838,,0.58548,,0.4575199999999999,
45,52298,1750.9954670840002,3,5,46.125,"[14.0, 4.0]",6.9077519999999994,/events/ludum-dare/44/journey-through-the-blood-tribe-lands,10.4544,4.0,10.1856,14.0,0.52822,,0.56462,,0.55384,,0.5838,,0.58548,,0.4575199999999999,
45,16712,1750.9954670840002,3,5,46.125,"[14.0, 4.0]",6.9077519999999994,/events/ludum-dare/44/journey-through-the-blood-tribe-lands,10.4544,4.0,10.1856,14.0,0.52822,,0.56462,,0.55384,,0.5838,,0.58548,,0.4575199999999999,
50,220582,1734.3207290359,1,3,25.142857142857,"[13.0, 14.0]",6.9959142,/events/ludum-dare/47/jantor,10.435199999999998,14.0,10.5384,13.0,0.58128,,0.6216,,0.5509,,0.0,,0.5716199999999999,,0.5466999999999999,
50,227151,1734.3207290359,1,3,25.142857142857,"[13.0, 14.0]",6.9959142,/events/ludum-dare/47/jantor,10.435199999999998,14.0,10.5384,13.0,0.58128,,0.6216,,0.5509,,0.0,,0.5716199999999999,,0.5466999999999999,
50,153052,1734.3207290359,1,3,25.142857142857,"[13.0, 14.0]",6.9959142,/events/ludum-dare/47/jantor,10.435199999999998,14.0,10.5384,13.0,0.58128,,0.6216,,0.5509,,0.0,,0.5716199999999999,,0.5466999999999999,
53,6769,1729.2442520964003,1,3,44.875,"[92.0, 49.0]",1.3361612,/events/ludum-dare/46/paper-disco,2.5188000000000006,49.0,0.8318,92.0,0.5817,,0.6071799999999999,,0.5160399999999999,,0.6365799999999999,,0.5795999999999999,,0.5866,
53,5982,1729.2442520964003,1,3,44.875,"[92.0, 49.0]",1.3361612,/events/ludum-dare/46/paper-disco,2.5188000000000006,49.0,0.8318,92.0,0.5817,,0.6071799999999999,,0.5160399999999999,,0.6365799999999999,,0.5795999999999999,,0.5866,
53,5979,1729.2442520964003,1,3,44.875,"[92.0, 49.0]",1.3361612,/events/ludum-dare/46/paper-disco,2.5188000000000006,49.0,0.8318,92.0,0.5817,,0.6071799999999999,,0.5160399999999999,,0.6365799999999999,,0.5795999999999999,,0.5866,
56,4925,1723.76204759995,9,6,66.0,"[2.0, 24.0]",6.2817342,/events/ludum-dare/55/seance,7.749,24.0,11.1552,2.0,0.6682199999999999,,0.6627599999999999,,0.5884199999999999,,0.67158,,0.67592,,0.0,
56,2836,1723.76204759995,9,6,66.0,"[2.0, 24.0]",6.2817342,/events/ludum-dare/55/seance,7.749,24.0,11.1552,2.0,0.6682199999999999,,0.6627599999999999,,0.5884199999999999,,0.67158,,0.67592,,0.0,
58,169797,1697.5789629582998,7,4,86.625,"[12.0, 34.0]",4.254509199999998,/events/ludum-dare/50/the-lars-mission,2.5229999999999997,34.0,10.526399999999999,12.0,0.5933200000000001,,0.65814,,0.5625199999999999,,0.61628,,0.6000399999999999,,0.5748399999999999,
58,55462,1697.5789629582998,10,4,86.625,"[12.0, 34.0]",4.254509199999998,/events/ludum-dare/50/the-lars-mission,2.5229999999999997,34.0,10.526399999999999,12.0,0.5933200000000001,,0.65814,,0.5625199999999999,,0.61628,,0.6000399999999999,,0.5748399999999999,
58,52174,1697.5789629582998,9,4,86.625,"[12.0, 34.0]",4.254509199999998,/events/ludum-dare/50/the-lars-mission,2.5229999999999997,34.0,10.526399999999999,12.0,0.5933200000000001,,0.65814,,0.5625199999999999,,0.61628,,0.6000399999999999,,0.5748399999999999,
61,380475,1693.7620475999502,2,6,66.0,"[2.0, 24.0]",6.2817342,/events/ludum-dare/55/seance,7.749,24.0,11.1552,2.0,0.6682199999999999,,0.6627599999999999,,0.5884199999999999,,0.67158,,0.67592,,0.0,
61,392690,1693.7620475999502,2,6,66.0,"[2.0, 24.0]",6.2817342,/events/ludum-dare/55/seance,7.749,24.0,11.1552,2.0,0.6682199999999999,,0.6627599999999999,,0.5884199999999999,,0.67158,,0.67592,,0.0,
63,392757,1683.7620475999502,1,6,66.0,"[2.0, 24.0]",6.2817342,/events/ludum-dare/55/seance,7.749,24.0,11.1552,2.0,0.6682199999999999,,0.6627599999999999,,0.5884199999999999,,0.67158,,0.67592,,0.0,
63,78798,1683.7620475999502,1,6,66.0,"[2.0, 24.0]",6.2817342,/events/ludum-dare/55/seance,7.749,24.0,11.1552,2.0,0.6682199999999999,,0.6627599999999999,,0.5884199999999999,,0.67158,,0.67592,,0.0,
65,179048,1675.1915119999999,1,3,344.875,"[44.0, 269.0]",1.1664564,/events/ludum-dare/49/lovecrafting,0.53928,269.0,2.5506,44.0,0.62482,,0.6405,,0.5702200000000001,,0.5881399999999999,,0.5908,,0.37394,
65,265754,1675.1915119999999,1,3,344.875,"[44.0, 269.0]",1.1664564,/events/ludum-dare/49/lovecrafting,0.53928,269.0,2.5506,44.0,0.62482,,0.6405,,0.5702200000000001,,0.5881399999999999,,0.5908,,0.37394,
65,265725,1675.1915119999999,1,3,344.875,"[44.0, 269.0]",1.1664564,/events/ludum-dare/49/lovecrafting,0.53928,269.0,2.5506,44.0,0.62482,,0.6405,,0.5702200000000001,,0.5881399999999999,,0.5908,,0.37394,
68,227352,1669.5929476952003,3,4,34.0,"[5.0, 2.0]",7.257099999999999,/events/ludum-dare/56/sky-rats,10.9512,2.0,10.7256,5.0,0.5906600000000001,,0.6343399999999999,,0.5425,,0.57092,,0.53158,,0.62776,
69,80860,1665.54620794265,9,1,48.5,"[10.0, 25.0]",6.062847799999998,/events/ludum-dare/47/wizard-recurse,7.6212,25.0,10.622399999999999,10.0,0.59878,,0.60326,,0.5824,,0.61068,,0.6075999999999999,,0.4753,
70,93735,1661.83321651575,10,7,67.875,"[7.0, 22.0]",5.958317200000001,/events/ludum-dare/44/path-of-redemption,7.522200000000001,22.0,10.423200000000001,7.0,0.5683999999999999,,0.62482,,0.46493999999999996,,0.6077400000000001,,0.5265399999999999,,0.45443999999999996,
70,3784,1661.83321651575,11,7,67.875,"[7.0, 22.0]",5.958317200000001,/events/ludum-dare/44/path-of-redemption,7.522200000000001,22.0,10.423200000000001,7.0,0.5683999999999999,,0.62482,,0.46493999999999996,,0.6077400000000001,,0.5265399999999999,,0.45443999999999996,
70,26231,1661.83321651575,12,7,67.875,"[7.0, 22.0]",5.958317200000001,/events/ludum-dare/44/path-of-redemption,7.522200000000001,22.0,10.423200000000001,7.0,0.5683999999999999,,0.62482,,0.46493999999999996,,0.6077400000000001,,0.5265399999999999,,0.45443999999999996,
70,91644,1661.83321651575,12,7,67.875,"[7.0, 22.0]",5.958317200000001,/events/ludum-dare/44/path-of-redemption,7.522200000000001,22.0,10.423200000000001,7.0,0.5683999999999999,,0.62482,,0.46493999999999996,,0.6077400000000001,,0.5265399999999999,,0.45443999999999996,
70,25021,1661.83321651575,11,7,67.875,"[7.0, 22.0]",5.958317200000001,/events/ludum-dare/44/path-of-redemption,7.522200000000001,22.0,10.423200000000001,7.0,0.5683999999999999,,0.62482,,0.46493999999999996,,0.6077400000000001,,0.5265399999999999,,0.45443999999999996,
75,217018,1659.6178934602,5,7,25.571428571429,"[2.0, 4.0]",7.23936,/events/ludum-dare/52/the-35th-tri-annual-blitheport-harvest-day-jamboree,10.8504,4.0,10.999200000000002,2.0,0.0,,0.6563199999999999,,0.57526,,0.63308,,0.5265399999999999,,0.64456,
76,47013,1657.5789629583,1,4,86.625,"[12.0, 34.0]",4.254509199999998,/events/ludum-dare/50/the-lars-mission,2.5229999999999997,34.0,10.526399999999999,12.0,0.5933200000000001,,0.65814,,0.5625199999999999,,0.61628,,0.6000399999999999,,0.5748399999999999,
77,320881,1649.5929476952,1,4,34.0,"[5.0, 2.0]",7.257099999999999,/events/ludum-dare/56/sky-rats,10.9512,2.0,10.7256,5.0,0.5906600000000001,,0.6343399999999999,,0.5425,,0.57092,,0.53158,,0.62776,
77,37551,1649.5929476952,1,4,34.0,"[5.0, 2.0]",7.257099999999999,/events/ludum-dare/56/sky-rats,10.9512,2.0,10.7256,5.0,0.5906600000000001,,0.6343399999999999,,0.5425,,0.57092,,0.53158,,0.62776,
77,387709,1649.5929476952,1,4,34.0,"[5.0, 2.0]",7.257099999999999,/events/ludum-dare/56/sky-rats,10.9512,2.0,10.7256,5.0,0.5906600000000001,,0.6343399999999999,,0.5425,,0.57092,,0.53158,,0.62776,
80,183602,1648.570304,5,4,133.14285714286,"[14.0, 12.0]",7.060253799999999,/events/ludum-dare/46/flippy-fish,10.572,12.0,10.5792,14.0,0.5840799999999999,,0.64372,,0.53494,,0.0,,0.6257999999999999,,0.6311199999999999,
81,204132,1645.9096731542002,6,4,84.5,"[6.0, 14.0]",7.1622062,/events/ludum-dare/49/rocky-rhodes-and-the-cracked-case,10.610400000000002,14.0,10.756800000000002,6.0,0.63084,,0.6517,,0.60102,,0.64456,,0.61628,,0.63336,
81,320570,1645.9096731542002,7,4,84.5,"[6.0, 14.0]",7.1622062,/events/ludum-dare/49/rocky-rhodes-and-the-cracked-case,10.610400000000002,14.0,10.756800000000002,6.0,0.63084,,0.6517,,0.60102,,0.64456,,0.61628,,0.63336,
81,179831,1645.9096731542002,6,4,84.5,"[6.0, 14.0]",7.1622062,/events/ludum-dare/49/rocky-rhodes-and-the-cracked-case,10.610400000000002,14.0,10.756800000000002,6.0,0.63084,,0.6517,,0.60102,,0.64456,,0.61628,,0.63336,
84,278050,1639.6178934602,3,7,25.571428571429,"[2.0, 4.0]",7.23936,/events/ludum-dare/52/the-35th-tri-annual-blitheport-harvest-day-jamboree,10.8504,4.0,10.999200000000002,2.0,0.0,,0.6563199999999999,,0.57526,,0.63308,,0.5265399999999999,,0.64456,
84,284287,1639.6178934602,3,7,25.571428571429,"[2.0, 4.0]",7.23936,/events/ludum-dare/52/the-35th-tri-annual-blitheport-harvest-day-jamboree,10.8504,4.0,10.999200000000002,2.0,0.0,,0.6563199999999999,,0.57526,,0.63308,,0.5265399999999999,,0.64456,
84,278052,1639.6178934602,3,7,25.571428571429,"[2.0, 4.0]",7.23936,/events/ludum-dare/52/the-35th-tri-annual-blitheport-harvest-day-jamboree,10.8504,4.0,10.999200000000002,2.0,0.0,,0.6563199999999999,,0.57526,,0.63308,,0.5265399999999999,,0.64456,
87,250426,1638.66387401895,8,1,78.333333333333,"[23.0, 4.0]",6.3120254,/events/ludum-dare/50/protocol-delta,10.862400000000001,4.0,7.795800000000001,23.0,0.58044,,0.59766,,0.53452,,0.0,,0.5100199999999999,,0.0,
88,9653,1634.4755546674503,8,3,31.75,"[53.0, 66.0]",0.7225739999999999,/events/ludum-dare/52/goblin-sylvester-the-mighty-harvester,0.8,66.0,0.82,53.0,0.5716199999999999,,0.5871599999999999,,0.5389999999999999,,0.53998,,0.53438,,0.4683,
88,9649,1634.4755546674503,8,3,31.75,"[53.0, 66.0]",0.7225739999999999,/events/ludum-dare/52/goblin-sylvester-the-mighty-harvester,0.8,66.0,0.82,53.0,0.5716199999999999,,0.5871599999999999,,0.5389999999999999,,0.53998,,0.53438,,0.4683,
90,93783,1631.8332165157499,2,7,67.875,"[7.0, 22.0]",5.958317200000001,/events/ludum-dare/44/path-of-redemption,7.522200000000001,22.0,10.423200000000001,7.0,0.5683999999999999,,0.62482,,0.46493999999999996,,0.6077400000000001,,0.5265399999999999,,0.45443999999999996,
90,6617,1631.8332165157499,2,7,67.875,"[7.0, 22.0]",5.958317200000001,/events/ludum-dare/44/path-of-redemption,7.522200000000001,22.0,10.423200000000001,7.0,0.5683999999999999,,0.62482,,0.46493999999999996,,0.6077400000000001,,0.5265399999999999,,0.45443999999999996,
92,298219,1629.6178934602,2,7,25.571428571429,"[2.0, 4.0]",7.23936,/events/ludum-dare/52/the-35th-tri-annual-blitheport-harvest-day-jamboree,10.8504,4.0,10.999200000000002,2.0,0.0,,0.6563199999999999,,0.57526,,0.63308,,0.5265399999999999,,0.64456,
92,321715,1629.6178934602,2,7,25.571428571429,"[2.0, 4.0]",7.23936,/events/ludum-dare/52/the-35th-tri-annual-blitheport-harvest-day-jamboree,10.8504,4.0,10.999200000000002,2.0,0.0,,0.6563199999999999,,0.57526,,0.63308,,0.5265399999999999,,0.64456,
92,283903,1629.6178934602,2,7,25.571428571429,"[2.0, 4.0]",7.23936,/events/ludum-dare/52/the-35th-tri-annual-blitheport-harvest-day-jamboree,10.8504,4.0,10.999200000000002,2.0,0.0,,0.6563199999999999,,0.57526,,0.63308,,0.5265399999999999,,0.64456,
95,185222,1629.006424,1,3,275.0,"[10.0, 10.0]",7.042267799999999,/events/ludum-dare/50/1-man-6-bullets,10.5672,10.0,10.552800000000001,10.0,0.57386,,0.5791799999999999,,0.5886999999999999,,0.0,,0.5761000000000001,,0.44086,
95,283823,1629.006424,1,3,275.0,"[10.0, 10.0]",7.042267799999999,/events/ludum-dare/50/1-man-6-bullets,10.5672,10.0,10.552800000000001,10.0,0.57386,,0.5791799999999999,,0.5886999999999999,,0.0,,0.5761000000000001,,0.44086,
95,285050,1629.006424,1,3,275.0,"[10.0, 10.0]",7.042267799999999,/events/ludum-dare/50/1-man-6-bullets,10.5672,10.0,10.552800000000001,10.0,0.57386,,0.5791799999999999,,0.5886999999999999,,0.0,,0.5761000000000001,,0.44086,
98,202492,1628.570304,3,4,133.14285714286,"[14.0, 12.0]",7.060253799999999,/events/ludum-dare/46/flippy-fish,10.572,12.0,10.5792,14.0,0.5840799999999999,,0.64372,,0.53494,,0.0,,0.6257999999999999,,0.6311199999999999,
99,122528,1627.6522995884502,3,4,21.625,"[2.0, 4.0]",7.2747208,/events/ludum-dare/51/intern-inferno,10.7376,4.0,10.98,2.0,0.6439999999999999,,0.6545,,0.5914999999999999,,0.60788,,0.651,,0.64106,
99,122306,1627.6522995884502,3,4,21.625,"[2.0, 4.0]",7.2747208,/events/ludum-dare/51/intern-inferno,10.7376,4.0,10.98,2.0,0.6439999999999999,,0.6545,,0.5914999999999999,,0.60788,,0.651,,0.64106,
99,122279,1627.6522995884502,3,4,21.625,"[2.0, 4.0]",7.2747208,/events/ludum-dare/51/intern-inferno,10.7376,4.0,10.98,2.0,0.6439999999999999,,0.6545,,0.5914999999999999,,0.60788,,0.651,,0.64106,
99,122691,1627.6522995884502,3,4,21.625,"[2.0, 4.0]",7.2747208,/events/ludum-dare/51/intern-inferno,10.7376,4.0,10.98,2.0,0.6439999999999999,,0.6545,,0.5914999999999999,,0.60788,,0.651,,0.64106,
103,204479,1618.570304,2,4,133.14285714286,"[14.0, 12.0]",7.060253799999999,/events/ludum-dare/46/flippy-fish,10.572,12.0,10.5792,14.0,0.5840799999999999,,0.64372,,0.53494,,0.0,,0.6257999999999999,,0.6311199999999999,
104,105243,1618.29252,7,2,173.5,"[76.0, 133.0]",0.627094,/events/ludum-dare/44/sheep-it,0.53116,133.0,0.8046,76.0,0.5829599999999999,,0.63602,,0.50092,,0.5751199999999999,,0.42616,,0.5415199999999999,
105,297532,1617.6389999999997,2,2,113.5,"[12.0, 1.0]",7.197049999999999,/events/ludum-dare/52/slime-crime,11.011199999999999,1.0,10.4832,12.0,0.5723199999999999,,0.60732,,0.5100199999999999,,0.56126,,0.53606,,0.47264,
