author,count,file_name,team_size,ludum_dare_version,game_link,id,cool,feedback,given,grade,grade-01-average,grade-01-result,grade-02-average,grade-02-result,grade-03-average,grade-03-result,grade-04-average,grade-04-result,grade-05-average,grade-05-result,grade-06-average,grade-06-result,grade-07-average,grade-07-result,grade-08-average,grade-08-result,smart
1083,6,ludum_dare_games_50.csv,3,50,/events/ludum-dare/50/shotgun-king,285284,57.336724705899,23,32.875,243.0,4.624,1,4.599,1.0,4.618,2.0,3.629,729.0,4.523,68.0,4.369,25.0,3.844,216.0,4.282,59.0,-69.235920760917
1083,6,ludum_dare_games_56.csv,2,56,/events/ludum-dare/56/combo-critters,397265,54.402585008484,2,8.25,28.875,4.143,73,4.0,99.0,3.911,114.0,4.167,143.0,4.554,48.0,4.481,5.0,3.16,475.0,4.2,75.0,-43.400855099541
1083,6,ludum_dare_games_52.csv,3,52,/events/ludum-dare/52/furious-farm-total-reap-out,320830,59.665735560705,10,22.25,63.5,4.406,9,4.297,14.0,3.742,135.0,4.617,2.0,4.648,11.0,4.397,11.0,3.625,130.0,4.149,60.0,-44.951811743682
1083,6,ludum_dare_games_53.csv,3,53,/events/ludum-dare/53/super-fetch-dog,343733,62.669709167427,16,16.25,42.375,4.305,32,4.171,60.0,4.244,40.0,4.427,70.0,4.402,130.0,4.1,98.0,2.947,675.0,4.25,72.0,-31.400565942996
1083,6,ludum_dare_games_54.csv,3,54,/events/ludum-dare/54/devolved,380370,116.6719109373,32,38.625,29.375,4.0,160,3.722,327.0,4.37,28.0,3.768,471.0,4.089,281.0,3.661,295.0,3.944,106.0,3.759,373.0,-0.59940599951426
1083,6,ludum_dare_games_51.csv,3,51,/events/ludum-dare/51/the-turgenev-study,303341,67.115605521402,16,18.75,42.625,4.345,19,4.238,29.0,4.31,20.0,4.298,65.0,4.614,21.0,4.357,26.0,2.344,847.0,4.256,53.0,-27.390039913763
286850,7,ludum_dare_games_50.csv,3,50,/events/ludum-dare/50/shotgun-king,285284,57.336724705899,23,32.875,243.0,4.624,1,4.599,1.0,4.618,2.0,3.629,729.0,4.523,68.0,4.369,25.0,3.844,216.0,4.282,59.0,-69.235920760917
286850,7,ludum_dare_games_56.csv,2,56,/events/ludum-dare/56/build-the-sun,404563,55.673580011638,12,17.125,56.25,4.355,13,4.018,95.0,4.182,30.0,4.5,16.0,4.679,25.0,4.37,14.0,3.36,369.0,4.25,54.0,-41.683538202329
286850,7,ludum_dare_games_56.csv,2,56,/events/ludum-dare/56/combo-critters,397265,54.402585008484,2,8.25,28.875,4.143,73,4.0,99.0,3.911,114.0,4.167,143.0,4.554,48.0,4.481,5.0,3.16,475.0,4.2,75.0,-43.400855099541
286850,7,ludum_dare_games_52.csv,3,52,/events/ludum-dare/52/furious-farm-total-reap-out,320830,59.665735560705,10,22.25,63.5,4.406,9,4.297,14.0,3.742,135.0,4.617,2.0,4.648,11.0,4.397,11.0,3.625,130.0,4.149,60.0,-44.951811743682
286850,7,ludum_dare_games_53.csv,3,53,/events/ludum-dare/53/super-fetch-dog,343733,62.669709167427,16,16.25,42.375,4.305,32,4.171,60.0,4.244,40.0,4.427,70.0,4.402,130.0,4.1,98.0,2.947,675.0,4.25,72.0,-31.400565942996
286850,7,ludum_dare_games_54.csv,3,54,/events/ludum-dare/54/devolved,380370,116.6719109373,32,38.625,29.375,4.0,160,3.722,327.0,4.37,28.0,3.768,471.0,4.089,281.0,3.661,295.0,3.944,106.0,3.759,373.0,-0.59940599951426
286850,7,ludum_dare_games_51.csv,3,51,/events/ludum-dare/51/the-turgenev-study,303341,67.115605521402,16,18.75,42.625,4.345,19,4.238,29.0,4.31,20.0,4.298,65.0,4.614,21.0,4.357,26.0,2.344,847.0,4.256,53.0,-27.390039913763
6693,7,ludum_dare_games_50.csv,3,50,/events/ludum-dare/50/shotgun-king,285284,57.336724705899,23,32.875,243.0,4.624,1,4.599,1.0,4.618,2.0,3.629,729.0,4.523,68.0,4.369,25.0,3.844,216.0,4.282,59.0,-69.235920760917
6693,7,ludum_dare_games_55.csv,1,55,/events/ludum-dare/55/hot-wax,392795,49.685201487585,12,7.375,30.875,4.125,87,4.063,103.0,4.328,16.0,3.375,808.0,4.328,167.0,2.063,771.0,2.542,862.0,3.79,382.0,-34.182192336207
6693,7,ludum_dare_games_56.csv,2,56,/events/ludum-dare/56/build-the-sun,404563,55.673580011638,12,17.125,56.25,4.355,13,4.018,95.0,4.182,30.0,4.5,16.0,4.679,25.0,4.37,14.0,3.36,369.0,4.25,54.0,-41.683538202329
6693,7,ludum_dare_games_52.csv,3,52,/events/ludum-dare/52/furious-farm-total-reap-out,320830,59.665735560705,10,22.25,63.5,4.406,9,4.297,14.0,3.742,135.0,4.617,2.0,4.648,11.0,4.397,11.0,3.625,130.0,4.149,60.0,-44.951811743682
6693,7,ludum_dare_games_53.csv,3,53,/events/ludum-dare/53/super-fetch-dog,343733,62.669709167427,16,16.25,42.375,4.305,32,4.171,60.0,4.244,40.0,4.427,70.0,4.402,130.0,4.1,98.0,2.947,675.0,4.25,72.0,-31.400565942996
6693,7,ludum_dare_games_54.csv,3,54,/events/ludum-dare/54/devolved,380370,116.6719109373,32,38.625,29.375,4.0,160,3.722,327.0,4.37,28.0,3.768,471.0,4.089,281.0,3.661,295.0,3.944,106.0,3.759,373.0,-0.59940599951426
6693,7,ludum_dare_games_51.csv,3,51,/events/ludum-dare/51/the-turgenev-study,303341,67.115605521402,16,18.75,42.625,4.345,19,4.238,29.0,4.31,20.0,4.298,65.0,4.614,21.0,4.357,26.0,2.344,847.0,4.256,53.0,-27.390039913763
236387,3,ludum_dare_games_50.csv,4,50,/events/ludum-dare/50/healers-handbook,280256,96.321221845333,42,41.75,46.0,4.534,2,4.352,14.0,4.591,3.0,4.648,2.0,4.75,8.0,4.545,10.0,3.841,218.0,4.25,71.0,-12.011730987188
236387,3,ludum_dare_games_53.csv,5,53,/events/ludum-dare/53/little-oni,367059,73.760951499433,60,40.125,74.75,4.547,3,4.534,3.0,4.432,12.0,4.486,44.0,4.682,25.0,4.439,21.0,3.406,403.0,4.568,8.0,-26.478537790619
236387,3,ludum_dare_games_51.csv,4,51,/events/ludum-dare/51/downpour,306798,93.102751144863,34,49.625,66.571428571429,4.538,5,4.408,8.0,3.923,126.0,4.377,33.0,4.6,25.0,4.492,15.0,,,4.625,7.0,-32.899235750894
237623,3,ludum_dare_games_50.csv,4,50,/events/ludum-dare/50/healers-handbook,280256,96.321221845333,42,41.75,46.0,4.534,2,4.352,14.0,4.591,3.0,4.648,2.0,4.75,8.0,4.545,10.0,3.841,218.0,4.25,71.0,-12.011730987188
237623,3,ludum_dare_games_53.csv,5,53,/events/ludum-dare/53/little-oni,367059,73.760951499433,60,40.125,74.75,4.547,3,4.534,3.0,4.432,12.0,4.486,44.0,4.682,25.0,4.439,21.0,3.406,403.0,4.568,8.0,-26.478537790619
237623,3,ludum_dare_games_51.csv,4,51,/events/ludum-dare/51/downpour,306798,93.102751144863,34,49.625,66.571428571429,4.538,5,4.408,8.0,3.923,126.0,4.377,33.0,4.6,25.0,4.492,15.0,,,4.625,7.0,-32.899235750894
97711,4,ludum_dare_games_50.csv,4,50,/events/ludum-dare/50/healers-handbook,280256,96.321221845333,42,41.75,46.0,4.534,2,4.352,14.0,4.591,3.0,4.648,2.0,4.75,8.0,4.545,10.0,3.841,218.0,4.25,71.0,-12.011730987188
97711,4,ludum_dare_games_55.csv,1,55,/events/ludum-dare/55/resown,384196,87.460012184674,48,25.625,39.428571428571,4.419,12,4.284,28.0,4.135,56.0,3.081,995.0,4.408,118.0,4.355,20.0,,,4.513,11.0,-2.9752964268982
97711,4,ludum_dare_games_53.csv,5,53,/events/ludum-dare/53/little-oni,367059,73.760951499433,60,40.125,74.75,4.547,3,4.534,3.0,4.432,12.0,4.486,44.0,4.682,25.0,4.439,21.0,3.406,403.0,4.568,8.0,-26.478537790619
97711,4,ludum_dare_games_51.csv,4,51,/events/ludum-dare/51/downpour,306798,93.102751144863,34,49.625,66.571428571429,4.538,5,4.408,8.0,3.923,126.0,4.377,33.0,4.6,25.0,4.492,15.0,,,4.625,7.0,-32.899235750894
280272,3,ludum_dare_games_50.csv,4,50,/events/ludum-dare/50/healers-handbook,280256,96.321221845333,42,41.75,46.0,4.534,2,4.352,14.0,4.591,3.0,4.648,2.0,4.75,8.0,4.545,10.0,3.841,218.0,4.25,71.0,-12.011730987188
280272,3,ludum_dare_games_53.csv,5,53,/events/ludum-dare/53/little-oni,367059,73.760951499433,60,40.125,74.75,4.547,3,4.534,3.0,4.432,12.0,4.486,44.0,4.682,25.0,4.439,21.0,3.406,403.0,4.568,8.0,-26.478537790619
280272,3,ludum_dare_games_51.csv,4,51,/events/ludum-dare/51/downpour,306798,93.102751144863,34,49.625,66.571428571429,4.538,5,4.408,8.0,3.923,126.0,4.377,33.0,4.6,25.0,4.492,15.0,,,4.625,7.0,-32.899235750894
81421,7,ludum_dare_games_50.csv,4,50,/events/ludum-dare/50/different-strokes,283266,53.385391260157,28,28.5,334.125,4.533,3,4.251,24.0,4.776,1.0,3.468,911.0,4.442,109.0,4.204,55.0,4.061,100.0,4.495,19.0,-72.287951538656
81421,7,ludum_dare_games_56.csv,7,56,/events/ludum-dare/56/fear-of-the-ungnome,397673,79.405980470701,57,35.625,57.5,4.134,78,3.696,289.0,3.696,223.0,3.902,355.0,4.696,21.0,3.926,118.0,3.809,143.0,4.436,16.0,-13.768350149742
81421,7,ludum_dare_games_48.csv,3,48,/events/ludum-dare/48/we-have-to-go-deeper,242150,59.789048783129,45,29.0,82.125,4.358,20,3.988,159.0,3.594,478.0,4.383,61.0,4.838,2.0,4.204,79.0,3.838,165.0,4.2,141.0,-34.014119467812
81421,7,ludum_dare_games_53.csv,6,53,/events/ludum-dare/53/dantes-delivery-service,337812,89.234053915321,138,74.75,94.875,4.335,23,4.311,30.0,4.059,87.0,4.532,26.0,4.453,108.0,4.213,62.0,4.017,102.0,4.366,41.0,-25.424552792469
81421,7,ludum_dare_games_46.csv,3,46,/events/ludum-dare/46/final-flower-petals-of-a-lost-age,181143,100.0,130,132.125,104.125,4.028,187,4.019,133.0,3.995,136.0,4.278,101.0,4.047,592.0,3.784,370.0,3.098,940.0,3.691,662.0,-24.030498554792
81421,7,ludum_dare_games_54.csv,4,54,/events/ludum-dare/54/introvertigo,371829,78.740078740118,105,62.0,113.0,4.455,8,4.221,40.0,4.563,10.0,4.243,162.0,4.558,40.0,4.185,47.0,4.486,12.0,4.482,15.0,-33.046593658801
81421,7,ludum_dare_games_51.csv,5,51,/events/ludum-dare/51/10-second-mixtape,296980,81.009258730098,121,65.625,108.875,4.332,21,4.056,94.0,4.402,12.0,4.231,91.0,4.412,86.0,4.407,21.0,3.962,91.0,4.217,64.0,-27.708018056867
224670,7,ludum_dare_games_50.csv,4,50,/events/ludum-dare/50/different-strokes,283266,53.385391260157,28,28.5,334.125,4.533,3,4.251,24.0,4.776,1.0,3.468,911.0,4.442,109.0,4.204,55.0,4.061,100.0,4.495,19.0,-72.287951538656
224670,7,ludum_dare_games_56.csv,7,56,/events/ludum-dare/56/fear-of-the-ungnome,397673,79.405980470701,57,35.625,57.5,4.134,78,3.696,289.0,3.696,223.0,3.902,355.0,4.696,21.0,3.926,118.0,3.809,143.0,4.436,16.0,-13.768350149742
224670,7,ludum_dare_games_48.csv,3,48,/events/ludum-dare/48/we-have-to-go-deeper,242150,59.789048783129,45,29.0,82.125,4.358,20,3.988,159.0,3.594,478.0,4.383,61.0,4.838,2.0,4.204,79.0,3.838,165.0,4.2,141.0,-34.014119467812
224670,7,ludum_dare_games_53.csv,6,53,/events/ludum-dare/53/dantes-delivery-service,337812,89.234053915321,138,74.75,94.875,4.335,23,4.311,30.0,4.059,87.0,4.532,26.0,4.453,108.0,4.213,62.0,4.017,102.0,4.366,41.0,-25.424552792469
224670,7,ludum_dare_games_46.csv,3,46,/events/ludum-dare/46/final-flower-petals-of-a-lost-age,181143,100.0,130,132.125,104.125,4.028,187,4.019,133.0,3.995,136.0,4.278,101.0,4.047,592.0,3.784,370.0,3.098,940.0,3.691,662.0,-24.030498554792
224670,7,ludum_dare_games_54.csv,4,54,/events/ludum-dare/54/introvertigo,371829,78.740078740118,105,62.0,113.0,4.455,8,4.221,40.0,4.563,10.0,4.243,162.0,4.558,40.0,4.185,47.0,4.486,12.0,4.482,15.0,-33.046593658801
224670,7,ludum_dare_games_51.csv,5,51,/events/ludum-dare/51/10-second-mixtape,296980,81.009258730098,121,65.625,108.875,4.332,21,4.056,94.0,4.402,12.0,4.231,91.0,4.412,86.0,4.407,21.0,3.962,91.0,4.217,64.0,-27.708018056867
290461,5,ludum_dare_games_50.csv,4,50,/events/ludum-dare/50/different-strokes,283266,53.385391260157,28,28.5,334.125,4.533,3,4.251,24.0,4.776,1.0,3.468,911.0,4.442,109.0,4.204,55.0,4.061,100.0,4.495,19.0,-72.287951538656
290461,5,ludum_dare_games_56.csv,7,56,/events/ludum-dare/56/fear-of-the-ungnome,397673,79.405980470701,57,35.625,57.5,4.134,78,3.696,289.0,3.696,223.0,3.902,355.0,4.696,21.0,3.926,118.0,3.809,143.0,4.436,16.0,-13.768350149742
290461,5,ludum_dare_games_53.csv,6,53,/events/ludum-dare/53/dantes-delivery-service,337812,89.234053915321,138,74.75,94.875,4.335,23,4.311,30.0,4.059,87.0,4.532,26.0,4.453,108.0,4.213,62.0,4.017,102.0,4.366,41.0,-25.424552792469
290461,5,ludum_dare_games_54.csv,4,54,/events/ludum-dare/54/introvertigo,371829,78.740078740118,105,62.0,113.0,4.455,8,4.221,40.0,4.563,10.0,4.243,162.0,4.558,40.0,4.185,47.0,4.486,12.0,4.482,15.0,-33.046593658801
290461,5,ludum_dare_games_51.csv,5,51,/events/ludum-dare/51/10-second-mixtape,296980,81.009258730098,121,65.625,108.875,4.332,21,4.056,94.0,4.402,12.0,4.231,91.0,4.412,86.0,4.407,21.0,3.962,91.0,4.217,64.0,-27.708018056867
290764,6,ludum_dare_games_50.csv,4,50,/events/ludum-dare/50/different-strokes,283266,53.385391260157,28,28.5,334.125,4.533,3,4.251,24.0,4.776,1.0,3.468,911.0,4.442,109.0,4.204,55.0,4.061,100.0,4.495,19.0,-72.287951538656
290764,6,ludum_dare_games_56.csv,7,56,/events/ludum-dare/56/fear-of-the-ungnome,397673,79.405980470701,57,35.625,57.5,4.134,78,3.696,289.0,3.696,223.0,3.902,355.0,4.696,21.0,3.926,118.0,3.809,143.0,4.436,16.0,-13.768350149742
290764,6,ludum_dare_games_52.csv,2,52,/events/ludum-dare/52/hex-yield,319356,105.40925533895,169,102.25,104.0,4.298,20,4.235,21.0,4.162,31.0,4.218,96.0,4.269,111.0,4.148,37.0,,,4.109,72.0,-23.303501115263
290764,6,ludum_dare_games_53.csv,6,53,/events/ludum-dare/53/dantes-delivery-service,337812,89.234053915321,138,74.75,94.875,4.335,23,4.311,30.0,4.059,87.0,4.532,26.0,4.453,108.0,4.213,62.0,4.017,102.0,4.366,41.0,-25.424552792469
290764,6,ludum_dare_games_54.csv,4,54,/events/ludum-dare/54/introvertigo,371829,78.740078740118,105,62.0,113.0,4.455,8,4.221,40.0,4.563,10.0,4.243,162.0,4.558,40.0,4.185,47.0,4.486,12.0,4.482,15.0,-33.046593658801
290764,6,ludum_dare_games_51.csv,5,51,/events/ludum-dare/51/10-second-mixtape,296980,81.009258730098,121,65.625,108.875,4.332,21,4.056,94.0,4.402,12.0,4.231,91.0,4.412,86.0,4.407,21.0,3.962,91.0,4.217,64.0,-27.708018056867
63105,4,ludum_dare_games_50.csv,1,50,/events/ludum-dare/50/card-oclock,285594,104.34983894999,56,42.875,40.375,4.488,4,4.338,16.0,4.5,7.0,4.6,6.0,3.838,540.0,3.658,358.0,2.887,718.0,3.829,327.0,-2.1114271125079
63105,4,ludum_dare_games_49.csv,1,49,/events/ludum-dare/49/overdrive,259047,77.508738621769,39,19.75,38.714285714286,4.0,159,4.135,64.0,3.361,689.0,3.208,1043.0,4.108,305.0,3.811,244.0,,,3.797,338.0,-5.5995809628414
63105,4,ludum_dare_games_46.csv,1,46,/events/ludum-dare/46/leader-keep-them-alive,199360,92.925969093736,51,43.5,51.375,4.186,72,3.667,546.0,4.17,61.0,4.22,159.0,3.98,685.0,4.3,38.0,2.674,1406.0,4.38,38.0,-14.479419133796
63105,4,ludum_dare_games_54.csv,1,54,/events/ludum-dare/54/face-the-dice,375849,76.57319253669,35,18.25,32.125,4.081,118,4.226,38.0,4.0,117.0,2.855,1012.0,3.532,621.0,3.083,566.0,2.44,782.0,3.452,637.0,0.58196417603767
122244,10,ludum_dare_games_50.csv,2,50,/events/ludum-dare/50/chess-at-the-end-of-time,277541,85.720862678478,26,16.625,27.0,4.46,5,4.22,29.0,4.58,4.0,4.3,64.0,4.44,110.0,4.44,18.0,,,4.68,4.0,-2.5755399105091
122244,10,ludum_dare_games_45.csv,2,45,/events/ludum-dare/45/little-guardian,161089,104.22816197796,42,48.75,52.428571428571,4.069,84,4.0,77.0,3.784,162.0,3.333,536.0,3.931,295.0,4.052,59.0,,,3.75,249.0,13.726755138961
122244,10,ludum_dare_games_47.csv,2,47,/events/ludum-dare/47/ebontale,213325,126.27946015728,129,96.875,61.75,4.333,23,4.059,103.0,4.508,5.0,4.459,27.0,4.156,274.0,4.161,71.0,3.992,106.0,4.308,56.0,-3.4650508066089
122244,10,ludum_dare_games_49.csv,2,49,/events/ludum-dare/49/help-i-cast-the-wrong-spell,258640,93.62000791686,78,37.25,49.714285714286,4.573,2,4.563,2.0,4.469,8.0,4.457,36.0,4.26,214.0,4.372,18.0,,,4.385,34.0,2.1860506638565
122244,10,ludum_dare_games_55.csv,2,55,/events/ludum-dare/55/a-grave-mistake,383495,110.52825360676,105,59.25,56.571428571429,4.0,160,3.555,480.0,4.164,45.0,3.955,357.0,4.2,243.0,4.274,38.0,,,4.333,40.0,3.5911775947725
122244,10,ludum_dare_games_48.csv,2,48,/events/ludum-dare/48/corla,234255,120.16835362522,169,105.25,80.285714285714,4.108,122,4.114,81.0,4.114,94.0,4.057,320.0,3.665,932.0,3.708,421.0,,,3.855,450.0,-19.087932977039
122244,10,ludum_dare_games_53.csv,1,53,/events/ludum-dare/53/deliver-to-whence-you-came,332836,84.18973861411,55,48.375,92.333333333333,4.401,12,4.106,75.0,4.697,3.0,4.039,455.0,4.192,247.0,,,,,4.505,14.0,-37.220485921406
122244,10,ludum_dare_games_46.csv,2,46,/events/ludum-dare/46/vine-and-void,177198,125.02771311419,104,88.125,57.375,4.263,40,3.973,165.0,4.4,18.0,3.688,1164.0,4.061,570.0,4.336,30.0,3.202,811.0,4.3,62.0,1.2739367083667
122244,10,ludum_dare_games_54.csv,1,54,/events/ludum-dare/54/world-weaver,371487,112.26192464958,10,34.5,37.833333333333,4.417,14,4.097,80.0,4.653,5.0,4.431,59.0,4.306,138.0,,,,,4.543,9.0,-30.439165635975
122244,10,ludum_dare_games_51.csv,2,51,/events/ludum-dare/51/blink,296902,57.58755534499,13,24.375,85.142857142857,4.554,4,4.205,38.0,4.675,2.0,4.339,47.0,4.392,93.0,4.337,31.0,,,4.518,16.0,-50.889319141769
164547,8,ludum_dare_games_50.csv,2,50,/events/ludum-dare/50/chess-at-the-end-of-time,277541,85.720862678478,26,16.625,27.0,4.46,5,4.22,29.0,4.58,4.0,4.3,64.0,4.44,110.0,4.44,18.0,,,4.68,4.0,-2.5755399105091
164547,8,ludum_dare_games_45.csv,2,45,/events/ludum-dare/45/little-guardian,161089,104.22816197796,42,48.75,52.428571428571,4.069,84,4.0,77.0,3.784,162.0,3.333,536.0,3.931,295.0,4.052,59.0,,,3.75,249.0,13.726755138961
164547,8,ludum_dare_games_47.csv,2,47,/events/ludum-dare/47/ebontale,213325,126.27946015728,129,96.875,61.75,4.333,23,4.059,103.0,4.508,5.0,4.459,27.0,4.156,274.0,4.161,71.0,3.992,106.0,4.308,56.0,-3.4650508066089
164547,8,ludum_dare_games_49.csv,2,49,/events/ludum-dare/49/help-i-cast-the-wrong-spell,258640,93.62000791686,78,37.25,49.714285714286,4.573,2,4.563,2.0,4.469,8.0,4.457,36.0,4.26,214.0,4.372,18.0,,,4.385,34.0,2.1860506638565
164547,8,ludum_dare_games_48.csv,2,48,/events/ludum-dare/48/corla,234255,120.16835362522,169,105.25,80.285714285714,4.108,122,4.114,81.0,4.114,94.0,4.057,320.0,3.665,932.0,3.708,421.0,,,3.855,450.0,-19.087932977039
164547,8,ludum_dare_games_53.csv,3,53,/events/ludum-dare/53/pizza-dash,362639,92.149987041409,20,19.0,23.375,3.977,193,3.886,193.0,3.477,480.0,3.364,1003.0,4.341,156.0,4.386,29.0,3.763,210.0,4.05,179.0,3.4175379990038
164547,8,ludum_dare_games_46.csv,2,46,/events/ludum-dare/46/vine-and-void,177198,125.02771311419,104,88.125,57.375,4.263,40,3.973,165.0,4.4,18.0,3.688,1164.0,4.061,570.0,4.336,30.0,3.202,811.0,4.3,62.0,1.2739367083667
164547,8,ludum_dare_games_51.csv,2,51,/events/ludum-dare/51/blink,296902,57.58755534499,13,24.375,85.142857142857,4.554,4,4.205,38.0,4.675,2.0,4.339,47.0,4.392,93.0,4.337,31.0,,,4.518,16.0,-50.889319141769
138348,9,ludum_dare_games_50.csv,2,50,/events/ludum-dare/50/astral-abyss,283268,123.81417220407,21,37.75,34.166666666667,4.422,6,4.125,62.0,4.156,44.0,4.391,40.0,4.727,11.0,,,,,4.625,8.0,-13.608943552319
138348,9,ludum_dare_games_45.csv,1,45,/events/ludum-dare/45/leereum,173420,95.994145827013,29,27.875,31.25,3.917,150,3.2,604.0,3.883,126.0,4.217,49.0,4.2,140.0,4.333,9.0,2.292,753.0,4.25,32.0,16.447413024077
138348,9,ludum_dare_games_49.csv,1,49,/events/ludum-dare/49/a-long-way-home,271772,62.883802553393,14,26.0,66.75,4.0,159,3.818,298.0,3.485,564.0,3.985,308.0,4.47,92.0,3.879,203.0,2.918,738.0,3.9,243.0,-43.015506738019
138348,9,ludum_dare_games_55.csv,1,55,/events/ludum-dare/55/fai-na,385153,76.056659041897,40,23.5,47.571428571429,4.402,15,4.196,47.0,3.761,253.0,4.587,9.0,4.67,20.0,,,3.198,489.0,4.289,52.0,-17.216264561528
138348,9,ludum_dare_games_56.csv,2,56,/events/ludum-dare/56/yase-gaeru,400746,147.64464703789,46,51.5,32.833333333333,4.0,141,3.839,183.0,4.032,67.0,4.323,68.0,4.7,20.0,,,,,4.371,28.0,2.267861991587
138348,9,ludum_dare_games_48.csv,1,48,/events/ludum-dare/48/clockwork-abyss,252775,132.06763594884,28,56.25,38.0,4.028,181,3.736,372.0,3.639,438.0,4.056,322.0,4.792,5.0,4.361,39.0,,,4.181,160.0,-13.210210666994
138348,9,ludum_dare_games_52.csv,2,52,/events/ludum-dare/52/hedgehog-tree,321014,83.433391049684,20,24.625,41.571428571429,4.275,23,3.9,112.0,3.875,86.0,4.275,66.0,4.7,6.0,,,3.176,298.0,4.438,10.0,-24.252360313784
138348,9,ludum_dare_games_53.csv,2,53,/events/ludum-dare/53/salty-coins,367933,104.9452881911,28,20.375,26.0,4.208,61,4.042,107.0,3.938,130.0,4.396,97.0,4.479,94.0,,,,,4.333,45.0,1.7700489198215
138348,9,ludum_dare_games_54.csv,2,54,/events/ludum-dare/54/cloud-prison,380061,106.15950861718,47,26.625,32.833333333333,4.113,104,3.839,243.0,4.145,73.0,4.468,47.0,4.435,92.0,,,,,4.333,35.0,2.2374133464986
272419,4,ludum_dare_games_50.csv,2,50,/events/ludum-dare/50/astral-abyss,283268,123.81417220407,21,37.75,34.166666666667,4.422,6,4.125,62.0,4.156,44.0,4.391,40.0,4.727,11.0,,,,,4.625,8.0,-13.608943552319
272419,4,ludum_dare_games_52.csv,2,52,/events/ludum-dare/52/hedgehog-tree,321014,83.433391049684,20,24.625,41.571428571429,4.275,23,3.9,112.0,3.875,86.0,4.275,66.0,4.7,6.0,,,3.176,298.0,4.438,10.0,-24.252360313784
272419,4,ludum_dare_games_53.csv,2,53,/events/ludum-dare/53/salty-coins,367933,104.9452881911,28,20.375,26.0,4.208,61,4.042,107.0,3.938,130.0,4.396,97.0,4.479,94.0,,,,,4.333,45.0,1.7700489198215
272419,4,ludum_dare_games_54.csv,2,54,/events/ludum-dare/54/cloud-prison,380061,106.15950861718,47,26.625,32.833333333333,4.113,104,3.839,243.0,4.145,73.0,4.468,47.0,4.435,92.0,,,,,4.333,35.0,2.2374133464986
219121,2,ludum_dare_games_50.csv,1,50,/events/ludum-dare/50/delayed-trickshot,284793,70.710678118655,18,7.0,20.0,4.417,7,4.528,3.0,4.167,41.0,4.167,153.0,4.167,265.0,3.75,287.0,,,,,-13.733781437249
219121,2,ludum_dare_games_51.csv,2,51,/events/ludum-dare/51/the-crumbly-fumbly,307185,77.79866052155,33,11.5,20.0,4.056,102,3.861,192.0,3.444,475.0,4.25,83.0,4.222,177.0,3.861,175.0,2.722,647.0,3.528,510.0,-21.118936225338
1883,7,ludum_dare_games_50.csv,2,50,/events/ludum-dare/50/kiwis-cant-fly,276690,66.689124698857,38,41.25,107.14285714286,4.414,8,3.81,222.0,3.748,248.0,4.405,30.0,4.7,15.0,4.759,1.0,,,4.738,2.0,-48.590116471875
1883,7,ludum_dare_games_47.csv,2,47,/events/ludum-dare/47/hide-and-seek,213791,113.42338764499,55,59.5,54.0,4.25,42,3.567,539.0,3.731,357.0,4.078,269.0,4.509,60.0,4.66,5.0,,,4.764,1.0,-14.398678708232
1883,7,ludum_dare_games_49.csv,2,49,/events/ludum-dare/49/chicky-catchers,259193,68.912860635172,63,43.75,93.125,4.418,11,4.25,35.0,4.231,34.0,4.712,5.0,4.679,18.0,4.511,10.0,4.011,117.0,4.247,64.0,-30.448211846347
1883,7,ludum_dare_games_48.csv,2,48,/events/ludum-dare/48/far-side-of-the-mirror,234394,104.54775252553,90,64.625,60.125,4.267,47,3.647,477.0,3.483,601.0,3.64,920.0,4.381,151.0,4.492,14.0,3.86,159.0,4.525,22.0,-5.1020099379147
1883,7,ludum_dare_games_52.csv,2,52,/events/ludum-dare/52/an-amazing-game-probably,314859,49.828472907854,20,18.125,74.0,4.63,1,4.208,25.0,3.986,61.0,4.347,46.0,4.785,2.0,4.75,1.0,4.382,15.0,4.634,2.0,-46.699820911097
1883,7,ludum_dare_games_46.csv,2,46,/events/ludum-dare/46/birdie-burglars,184184,71.224197414756,50,43.5,86.75,4.335,24,4.176,52.0,3.6,602.0,3.941,626.0,4.629,48.0,4.635,3.0,4.274,42.0,4.202,110.0,-34.680273525782
1883,7,ludum_dare_games_44.csv,2,44,/events/ludum-dare/44/inflate-me-to-the-moon,142453,77.172246018601,50,50.25,85.375,4.194,24,4.03,49.0,3.738,112.0,3.693,281.0,4.452,57.0,4.543,4.0,4.494,1.0,4.085,65.0,-6.8170186280449
10169,7,ludum_dare_games_50.csv,2,50,/events/ludum-dare/50/kiwis-cant-fly,276690,66.689124698857,38,41.25,107.14285714286,4.414,8,3.81,222.0,3.748,248.0,4.405,30.0,4.7,15.0,4.759,1.0,,,4.738,2.0,-48.590116471875
10169,7,ludum_dare_games_47.csv,2,47,/events/ludum-dare/47/hide-and-seek,213791,113.42338764499,55,59.5,54.0,4.25,42,3.567,539.0,3.731,357.0,4.078,269.0,4.509,60.0,4.66,5.0,,,4.764,1.0,-14.398678708232
10169,7,ludum_dare_games_49.csv,2,49,/events/ludum-dare/49/chicky-catchers,259193,68.912860635172,63,43.75,93.125,4.418,11,4.25,35.0,4.231,34.0,4.712,5.0,4.679,18.0,4.511,10.0,4.011,117.0,4.247,64.0,-30.448211846347
