author,overall_score,total_entries,average_team_size,unique_events,unique_games,Overall_score,Fun_score,Innovation_score,Theme_score,Graphics_score,Audio_score,Humor_score,Mood_score,Overall_rank,Fun_rank,Innovation_rank,Theme_rank,Graphics_rank,Audio_rank,Humor_rank,Mood_rank,game_link,ludum_events,rank
368179,4.65762,1,3.0,1,1,4.667,4.469,4.573,4.771,4.917,4.585,4.649,5.0,1.0,9.0,5.0,1.0,1.0,7.0,7.0,0.0,{'/events/ludum-dare/53/neo-city-express'},{53},1
314421,4.65762,1,3.0,1,1,4.667,4.469,4.573,4.771,4.917,4.585,4.649,5.0,1.0,9.0,5.0,1.0,1.0,7.0,7.0,0.0,{'/events/ludum-dare/53/neo-city-express'},{53},1
387582,4.55888,1,6.0,1,1,4.664,4.661,4.143,4.118,4.42,4.309,4.664,4.472,1.0,1.0,50.0,227.0,107.0,26.0,3.0,18.0,{'/events/ludum-dare/55/would-you-still-love-me-if-i-was-a-worm'},{55},3
385512,4.55888,1,6.0,1,1,4.664,4.661,4.143,4.118,4.42,4.309,4.664,4.472,1.0,1.0,50.0,227.0,107.0,26.0,3.0,18.0,{'/events/ludum-dare/55/would-you-still-love-me-if-i-was-a-worm'},{55},3
141248,4.55888,1,6.0,1,1,4.664,4.661,4.143,4.118,4.42,4.309,4.664,4.472,1.0,1.0,50.0,227.0,107.0,26.0,3.0,18.0,{'/events/ludum-dare/55/would-you-still-love-me-if-i-was-a-worm'},{55},3
387667,4.55888,1,6.0,1,1,4.664,4.661,4.143,4.118,4.42,4.309,4.664,4.472,1.0,1.0,50.0,227.0,107.0,26.0,3.0,18.0,{'/events/ludum-dare/55/would-you-still-love-me-if-i-was-a-worm'},{55},3
59361,4.555314999999999,2,2.0,2,2,4.621499999999999,4.4245,4.112500000000001,4.5215,4.8934999999999995,4.461,3.991,4.761,1.0,9.0,232.0,50.5,1.5,22.5,194.0,6.5,"{'/events/ludum-dare/47/chamber', '/events/ludum-dare/53/neo-city-express'}","{53, 47}",7
245332,4.548799999999999,1,12.0,1,1,4.606,4.5,3.938,3.818,4.848,4.719,4.516,4.682,3.0,6.0,190.0,682.0,1.0,1.0,9.0,4.0,{'/events/ludum-dare/48/jam-a-llamas-game-ldjam-48'},{48},8
127712,4.548799999999999,1,12.0,1,1,4.606,4.5,3.938,3.818,4.848,4.719,4.516,4.682,3.0,6.0,190.0,682.0,1.0,1.0,9.0,4.0,{'/events/ludum-dare/48/jam-a-llamas-game-ldjam-48'},{48},8
127675,4.548799999999999,1,12.0,1,1,4.606,4.5,3.938,3.818,4.848,4.719,4.516,4.682,3.0,6.0,190.0,682.0,1.0,1.0,9.0,4.0,{'/events/ludum-dare/48/jam-a-llamas-game-ldjam-48'},{48},8
124037,4.548799999999999,1,12.0,1,1,4.606,4.5,3.938,3.818,4.848,4.719,4.516,4.682,3.0,6.0,190.0,682.0,1.0,1.0,9.0,4.0,{'/events/ludum-dare/48/jam-a-llamas-game-ldjam-48'},{48},8
31737,4.53516,1,5.0,1,1,4.547,4.534,4.432,4.486,4.682,4.439,3.406,4.568,3.0,3.0,12.0,44.0,25.0,21.0,403.0,8.0,{'/events/ludum-dare/53/little-oni'},{53},12
392757,4.494179999999999,1,6.0,1,1,4.648,4.305,4.203,4.828,4.734,4.797,,4.773,2.0,24.0,38.0,1.0,11.0,1.0,,1.0,{'/events/ludum-dare/55/seance'},{55},13
78798,4.494179999999999,1,6.0,1,1,4.648,4.305,4.203,4.828,4.734,4.797,,4.773,2.0,24.0,38.0,1.0,11.0,1.0,,1.0,{'/events/ludum-dare/55/seance'},{55},13
371993,4.487469999999999,1,3.0,1,1,4.537,4.366,4.646,4.622,4.655,4.413,4.817,4.476,3.0,11.0,6.0,16.0,16.0,10.0,1.0,17.0,{'/events/ludum-dare/54/fit-in-bed'},{54},15
273879,4.47428,1,4.0,1,1,4.482,4.421,4.293,4.402,4.655,4.604,4.524,4.506,6.0,14.0,26.0,51.0,21.0,4.0,11.0,16.0,{'/events/ludum-dare/49/rocky-rhodes-and-the-cracked-case'},{49},16
236387,4.473033333333333,3,4.333333333333333,3,3,4.539666666666666,4.431333333333334,4.315333333333333,4.503666666666667,4.677333333333333,4.492,2.4156666666666666,4.481,3.3333333333333335,8.333333333333334,47.0,26.333333333333332,19.333333333333332,15.333333333333334,207.0,28.666666666666668,"{'/events/ludum-dare/50/healers-handbook', '/events/ludum-dare/51/downpour', '/events/ludum-dare/53/little-oni'}","{50, 51, 53}",17
280272,4.473033333333333,3,4.333333333333333,3,3,4.539666666666666,4.431333333333334,4.315333333333333,4.503666666666667,4.677333333333333,4.492,2.4156666666666666,4.481,3.3333333333333335,8.333333333333334,47.0,26.333333333333332,19.333333333333332,15.333333333333334,207.0,28.666666666666668,"{'/events/ludum-dare/50/healers-handbook', '/events/ludum-dare/51/downpour', '/events/ludum-dare/53/little-oni'}","{50, 51, 53}",17
237623,4.473033333333333,3,4.333333333333333,3,3,4.539666666666666,4.431333333333334,4.315333333333333,4.503666666666667,4.677333333333333,4.492,2.4156666666666666,4.481,3.3333333333333335,8.333333333333334,47.0,26.333333333333332,19.333333333333332,15.333333333333334,207.0,28.666666666666668,"{'/events/ludum-dare/50/healers-handbook', '/events/ludum-dare/51/downpour', '/events/ludum-dare/53/little-oni'}","{50, 51, 53}",17
379851,4.45782,1,4.0,1,1,4.438,4.646,4.271,3.771,4.396,4.413,4.5,4.271,10.0,2.0,52.0,470.0,99.0,10.0,9.0,46.0,{'/events/ludum-dare/54/everything-must-go'},{54},20
317477,4.45697,2,6.0,2,2,4.577999999999999,4.493,4.0335,4.2755,4.422499999999999,4.357,4.375,4.34,2.5,6.5,62.0,126.0,82.5,18.0,21.0,28.0,"{'/events/ludum-dare/52/lavender-showdown', '/events/ludum-dare/55/would-you-still-love-me-if-i-was-a-worm'}","{52, 55}",21
385872,4.454739999999999,1,3.0,1,1,4.479,4.426,4.574,4.543,4.543,4.3,4.313,4.396,5.0,5.0,2.0,21.0,55.0,30.0,33.0,31.0,{'/events/ludum-dare/55/out-of-chalk'},{55},22
385914,4.454739999999999,1,3.0,1,1,4.479,4.426,4.574,4.543,4.543,4.3,4.313,4.396,5.0,5.0,2.0,21.0,55.0,30.0,33.0,31.0,{'/events/ludum-dare/55/out-of-chalk'},{55},22
385905,4.454739999999999,1,3.0,1,1,4.479,4.426,4.574,4.543,4.543,4.3,4.313,4.396,5.0,5.0,2.0,21.0,55.0,30.0,33.0,31.0,{'/events/ludum-dare/55/out-of-chalk'},{55},22
342042,4.44848,1,4.0,1,1,4.476,4.44,4.258,4.452,4.54,4.54,4.198,4.397,9.0,14.0,37.0,59.0,67.0,12.0,57.0,30.0,{'/events/ludum-dare/53/beelivery-1'},{53},25
350665,4.4473899999999995,1,2.0,1,1,4.539,4.37,4.27,4.27,4.5,4.83,4.663,4.373,5.0,20.0,35.0,208.0,82.0,1.0,6.0,36.0,{'/events/ludum-dare/53/superstar-surgeon-a-sensitive-subject'},{53},26
191,4.44083,1,3.0,1,1,4.485,4.438,4.263,4.566,4.658,4.299,4.294,4.26,5.0,7.0,38.0,7.0,33.0,39.0,37.0,82.0,{'/events/ludum-dare/46/heal-me-plz'},{46},27
107325,4.44083,1,3.0,1,1,4.485,4.438,4.263,4.566,4.658,4.299,4.294,4.26,5.0,7.0,38.0,7.0,33.0,39.0,37.0,82.0,{'/events/ludum-dare/46/heal-me-plz'},{46},27
223588,4.435279999999999,1,3.0,1,1,4.484,4.672,3.75,4.031,4.313,4.531,3.135,4.188,6.0,1.0,337.0,366.0,212.0,7.0,555.0,151.0,{'/events/ludum-dare/48/deep-golf-1'},{48},29
280764,4.42718,2,3.0,2,2,4.513,4.4985,4.45,4.4094999999999995,4.238,4.214,4.538,4.218999999999999,6.5,8.5,25.0,58.5,219.5,60.0,16.5,73.5,"{'/events/ludum-dare/51/machine-yearning', '/events/ludum-dare/53/the-bear-of-bad-news'}","{51, 53}",30
280755,4.42718,2,3.0,2,2,4.513,4.4985,4.45,4.4094999999999995,4.238,4.214,4.538,4.218999999999999,6.5,8.5,25.0,58.5,219.5,60.0,16.5,73.5,"{'/events/ludum-dare/51/machine-yearning', '/events/ludum-dare/53/the-bear-of-bad-news'}","{51, 53}",30
97711,4.424985,4,3.5,4,4,4.5095,4.3945,4.27025,4.148,4.61,4.45775,1.81175,4.489,5.5,13.25,49.25,268.5,44.0,16.5,155.25,24.25,"{'/events/ludum-dare/50/healers-handbook', '/events/ludum-dare/51/downpour', '/events/ludum-dare/53/little-oni', '/events/ludum-dare/55/resown'}","{50, 51, 53, 55}",32
346183,4.42229,1,4.0,1,1,4.5,4.392,4.189,4.608,4.581,4.122,4.77,4.306,7.0,16.0,49.0,10.0,48.0,86.0,4.0,62.0,{'/events/ludum-dare/53/the-bear-of-bad-news'},{53},33
279497,4.42229,1,4.0,1,1,4.5,4.392,4.189,4.608,4.581,4.122,4.77,4.306,7.0,16.0,49.0,10.0,48.0,86.0,4.0,62.0,{'/events/ludum-dare/53/the-bear-of-bad-news'},{53},33
320773,4.422145,2,3.5,2,2,4.395,4.545,4.1175,3.7335000000000003,4.555,4.317500000000001,4.1695,4.3759999999999994,12.0,2.5,71.0,497.5,56.5,21.0,72.0,27.5,"{'/events/ludum-dare/54/everything-must-go', '/events/ludum-dare/56/sheep-county'}","{56, 54}",35
376408,4.41534,1,3.0,1,1,4.537,4.425,4.269,4.455,4.627,3.977,3.141,4.21,3.0,5.0,53.0,52.0,22.0,118.0,452.0,70.0,{'/events/ludum-dare/54/the-king-is-watching'},{54},36
387709,4.412750000000001,1,4.0,1,1,4.469,4.563,3.875,3.797,4.531,4.078,4.484,4.219,5.0,2.0,128.0,448.0,53.0,70.0,7.0,68.0,{'/events/ludum-dare/56/sky-rats'},{56},37
320881,4.412750000000001,1,4.0,1,1,4.469,4.563,3.875,3.797,4.531,4.078,4.484,4.219,5.0,2.0,128.0,448.0,53.0,70.0,7.0,68.0,{'/events/ludum-dare/56/sky-rats'},{56},37
37551,4.412750000000001,1,4.0,1,1,4.469,4.563,3.875,3.797,4.531,4.078,4.484,4.219,5.0,2.0,128.0,448.0,53.0,70.0,7.0,68.0,{'/events/ludum-dare/56/sky-rats'},{56},37
201050,4.400625,2,2.5,2,2,4.487,4.310499999999999,4.0605,4.431,4.714,4.3665,2.9355,4.454000000000001,7.0,30.0,129.5,42.5,21.0,29.5,902.5,38.0,"{'/events/ludum-dare/48/abyssonaut', '/events/ludum-dare/46/firekeeper-2'}","{48, 46}",40
397927,4.39882,1,7.0,1,1,4.472,4.264,4.17,4.632,4.689,4.415,4.566,4.385,4.0,21.0,32.0,3.0,23.0,9.0,3.0,24.0,{'/events/ludum-dare/56/mini-beaker'},{56},41
7435,4.39882,1,7.0,1,1,4.472,4.264,4.17,4.632,4.689,4.415,4.566,4.385,4.0,21.0,32.0,3.0,23.0,9.0,3.0,24.0,{'/events/ludum-dare/56/mini-beaker'},{56},41
248745,4.39882,1,7.0,1,1,4.472,4.264,4.17,4.632,4.689,4.415,4.566,4.385,4.0,21.0,32.0,3.0,23.0,9.0,3.0,24.0,{'/events/ludum-dare/56/mini-beaker'},{56},41
389282,4.39187,1,4.0,1,1,4.526,4.376,4.308,3.927,4.645,4.407,,4.404,3.0,10.0,18.0,384.0,23.0,14.0,,29.0,{'/events/ludum-dare/55/throes-of-the-javelin'},{55},44
46889,4.38647,1,3.0,1,1,4.352,4.444,3.964,3.696,4.714,4.222,3.839,4.481,14.0,3.0,90.0,525.0,14.0,32.0,135.0,9.0,{'/events/ludum-dare/56/sheep-county'},{56},45
108991,4.370559999999999,1,2.0,1,1,4.558,4.308,4.327,4.231,4.154,4.36,2.0,4.519,3.0,24.0,26.0,144.0,457.0,26.0,0.0,17.0,{'/events/ludum-dare/46/lay-down-your-roots'},{46},46
316567,4.36836,3,5.666666666666667,3,3,4.422999999999999,4.302,3.8059999999999996,4.213666666666666,4.675999999999999,4.571333333333333,4.3276666666666666,4.377666666666666,15.333333333333334,27.333333333333332,208.66666666666666,250.66666666666666,34.0,6.0,28.666666666666668,25.0,"{'/events/ludum-dare/53/rain-on-their-parade', '/events/ludum-dare/52/greenfinger', '/events/ludum-dare/54/packed-to-the-gills'}","{52, 53, 54}",47
9521,4.36705,1,2.0,1,1,4.348,4.545,4.106,4.061,4.5,4.197,4.125,4.047,20.0,2.0,78.0,390.0,102.0,76.0,85.0,216.0,{'/events/ludum-dare/46/what-the-firetruck'},{46},48
202067,4.36623,1,3.0,1,1,4.443,4.468,4.285,4.532,4.558,4.051,,4.179,7.0,5.0,34.0,10.0,79.0,154.0,,127.0,{'/events/ludum-dare/46/dino-spin'},{46},49
130085,4.36623,1,3.0,1,1,4.443,4.468,4.285,4.532,4.558,4.051,,4.179,7.0,5.0,34.0,10.0,79.0,154.0,,127.0,{'/events/ludum-dare/46/dino-spin'},{46},49
202071,4.36623,1,3.0,1,1,4.443,4.468,4.285,4.532,4.558,4.051,,4.179,7.0,5.0,34.0,10.0,79.0,154.0,,127.0,{'/events/ludum-dare/46/dino-spin'},{46},49
372715,4.36444,1,6.0,1,1,4.429,4.331,3.986,4.536,4.62,4.333,4.087,4.236,12.0,16.0,135.0,34.0,27.0,17.0,71.0,60.0,{'/events/ludum-dare/54/donut-park-here'},{54},52
205894,4.36087,1,2.0,1,1,4.424,4.447,3.734,4.383,4.404,4.37,4.067,4.193,9.0,6.0,408.0,38.0,180.0,25.0,117.0,117.0,{'/events/ludum-dare/46/mis-vacas'},{46},53
193419,4.36087,1,2.0,1,1,4.424,4.447,3.734,4.383,4.404,4.37,4.067,4.193,9.0,6.0,408.0,38.0,180.0,25.0,117.0,117.0,{'/events/ludum-dare/46/mis-vacas'},{46},53
83272,4.35856,1,4.0,1,1,4.458,4.229,4.729,4.688,4.479,4.042,2.25,4.432,7.0,28.0,1.0,2.0,77.0,121.0,0.0,20.0,{'/events/ludum-dare/47/enclosed'},{47},55
90281,4.35856,1,4.0,1,1,4.458,4.229,4.729,4.688,4.479,4.042,2.25,4.432,7.0,28.0,1.0,2.0,77.0,121.0,0.0,20.0,{'/events/ludum-dare/47/enclosed'},{47},55
169208,4.35856,1,4.0,1,1,4.458,4.229,4.729,4.688,4.479,4.042,2.25,4.432,7.0,28.0,1.0,2.0,77.0,121.0,0.0,20.0,{'/events/ludum-dare/47/enclosed'},{47},55
91642,4.35856,1,4.0,1,1,4.458,4.229,4.729,4.688,4.479,4.042,2.25,4.432,7.0,28.0,1.0,2.0,77.0,121.0,0.0,20.0,{'/events/ludum-dare/47/enclosed'},{47},55
281106,4.3585,1,4.0,1,1,4.464,4.214,4.482,4.411,4.607,4.107,3.679,4.385,6.0,42.0,15.0,69.0,28.0,73.0,201.0,25.0,{'/events/ludum-dare/54/under-the-spot'},{54},59
72523,4.3585,1,4.0,1,1,4.464,4.214,4.482,4.411,4.607,4.107,3.679,4.385,6.0,42.0,15.0,69.0,28.0,73.0,201.0,25.0,{'/events/ludum-dare/54/under-the-spot'},{54},59
372645,4.3585,1,4.0,1,1,4.464,4.214,4.482,4.411,4.607,4.107,3.679,4.385,6.0,42.0,15.0,69.0,28.0,73.0,201.0,25.0,{'/events/ludum-dare/54/under-the-spot'},{54},59
372092,4.3585,1,4.0,1,1,4.464,4.214,4.482,4.411,4.607,4.107,3.679,4.385,6.0,42.0,15.0,69.0,28.0,73.0,201.0,25.0,{'/events/ludum-dare/54/under-the-spot'},{54},59
240916,4.3572299999999995,1,5.0,1,1,4.378,4.524,4.22,3.268,4.366,4.388,3.671,4.188,16.0,4.0,61.0,1363.0,170.0,34.0,242.0,151.0,{'/events/ludum-dare/48/tooth-toss'},{48},63
241528,4.3572299999999995,1,5.0,1,1,4.378,4.524,4.22,3.268,4.366,4.388,3.671,4.188,16.0,4.0,61.0,1363.0,170.0,34.0,242.0,151.0,{'/events/ludum-dare/48/tooth-toss'},{48},63
14436,4.3572299999999995,1,5.0,1,1,4.378,4.524,4.22,3.268,4.366,4.388,3.671,4.188,16.0,4.0,61.0,1363.0,170.0,34.0,242.0,151.0,{'/events/ludum-dare/48/tooth-toss'},{48},63
252796,4.3572299999999995,1,5.0,1,1,4.378,4.524,4.22,3.268,4.366,4.388,3.671,4.188,16.0,4.0,61.0,1363.0,170.0,34.0,242.0,151.0,{'/events/ludum-dare/48/tooth-toss'},{48},63
10626,4.35701,1,1.0,1,1,4.425,4.4,3.9,4.375,4.4,4.4,4.026,4.225,8.0,7.0,116.0,43.0,105.0,0.0,62.0,66.0,{'/events/ludum-dare/56/duck-walk'},{56},67
315779,4.35506,1,6.0,1,1,4.492,4.325,3.924,4.433,4.425,4.405,4.086,4.208,4.0,12.0,74.0,25.0,58.0,10.0,39.0,38.0,{'/events/ludum-dare/52/lavender-showdown'},{52},68
183365,4.3531699999999995,1,1.0,1,1,4.371,4.405,4.362,4.026,4.578,4.353,3.156,4.148,15.0,7.0,21.0,320.0,44.0,36.0,463.0,104.0,{'/events/ludum-dare/47/beat-bash'},{47},69
83511,4.3476349999999995,2,3.0,2,2,4.4075,4.291499999999999,4.3445,4.403499999999999,4.496,4.1665,3.901,4.323,22.0,32.5,68.0,100.0,101.5,126.5,331.5,93.0,"{'/events/ludum-dare/48/deepo', '/events/ludum-dare/54/fit-in-bed'}","{48, 54}",70
380475,4.346945,2,4.5,2,2,4.449,4.242,4.042,4.2860000000000005,4.4505,4.6485,2.3415,4.5205,23.5,37.0,109.0,243.5,118.5,3.0,1.5,24.5,"{'/events/ludum-dare/54/rude-bear-rollout', '/events/ludum-dare/55/seance'}","{54, 55}",71
242869,4.34682,1,3.0,1,1,4.413,4.231,4.206,4.338,4.654,4.392,2.871,4.432,12.0,46.0,63.0,73.0,31.0,31.0,762.0,53.0,{'/events/ludum-dare/48/abyssonaut'},{48},72
182228,4.3453599999999994,2,2.0,2,2,4.3725000000000005,4.4215,3.755,4.2015,4.645,4.373,1.783,4.292,18.5,10.5,378.0,244.0,39.0,51.5,222.5,113.0,"{'/events/ludum-dare/46/body-and-soul', '/events/ludum-dare/47/fear-of-gears'}","{46, 47}",73
387130,4.338900000000001,1,6.0,1,1,4.48,4.24,3.94,4.24,4.375,4.6,4.2,4.36,4.0,38.0,119.0,144.0,138.0,5.0,55.0,36.0,{'/events/ludum-dare/55/the-magic-flute-bee-proud-of-me-dad'},{55},74
367647,4.338620000000001,1,5.0,1,1,4.38,4.24,3.88,3.26,4.82,4.42,4.042,4.58,14.0,38.0,168.0,1042.0,7.0,23.0,94.0,7.0,{'/events/ludum-dare/53/dressed-delivery'},{53},75
204279,4.338620000000001,1,5.0,1,1,4.38,4.24,3.88,3.26,4.82,4.42,4.042,4.58,14.0,38.0,168.0,1042.0,7.0,23.0,94.0,7.0,{'/events/ludum-dare/53/dressed-delivery'},{53},75
278403,4.33809,1,2.0,1,1,4.363,4.442,3.775,4.298,4.519,4.231,3.802,4.147,17.0,5.0,219.0,65.0,72.0,48.0,238.0,116.0,{'/events/ludum-dare/50/jailbound-joyride'},{50},77
240782,4.33767,1,3.0,1,1,4.333,4.313,4.479,4.688,4.313,4.042,4.625,4.37,25.0,27.0,9.0,1.0,212.0,159.0,3.0,62.0,{'/events/ludum-dare/48/palettes-bottomless-backpack'},{48},78
78645,4.335375,2,3.5,2,2,4.3435,4.3065,4.1785,3.9565,4.551,4.2795000000000005,4.423,4.391,86.0,87.0,49.5,416.0,64.0,39.0,27.5,36.5,"{'/events/ludum-dare/47/my-hat', '/events/ludum-dare/55/would-you-still-love-me-if-i-was-a-worm'}","{55, 47}",79
219452,4.334860000000001,1,2.0,1,1,4.436,4.217,3.433,4.298,4.75,4.378,3.476,4.522,9.0,31.0,692.0,90.0,11.0,33.0,311.0,13.0,{'/events/ludum-dare/47/dreamin-cat'},{47},80
6786,4.334860000000001,1,2.0,1,1,4.436,4.217,3.433,4.298,4.75,4.378,3.476,4.522,9.0,31.0,692.0,90.0,11.0,33.0,311.0,13.0,{'/events/ludum-dare/47/dreamin-cat'},{47},80
10786,4.3318449999999995,2,3.5,2,2,4.35,4.3705,4.207,3.9095,4.5195,4.3135,4.452500000000001,4.170999999999999,20.0,30.5,44.5,345.5,66.0,22.0,11.5,89.0,"{'/events/ludum-dare/56/little-pecker', '/events/ludum-dare/54/everything-must-go'}","{56, 54}",82
193215,4.331079999999999,1,1.0,1,1,4.413,4.294,4.476,4.571,4.524,4.23,3.683,4.041,8.0,15.0,5.0,7.0,32.0,26.0,112.0,93.0,{'/events/ludum-dare/52/farmula-grain-prix'},{52},83
189716,4.3309,1,4.0,1,1,4.395,4.316,4.272,4.596,4.412,4.411,,4.439,12.0,17.0,22.0,6.0,86.0,20.0,,22.0,{'/events/ludum-dare/51/kairos-battle-for-seconds'},{51},84
151656,4.3309,1,4.0,1,1,4.395,4.316,4.272,4.596,4.412,4.411,,4.439,12.0,17.0,22.0,6.0,86.0,20.0,,22.0,{'/events/ludum-dare/51/kairos-battle-for-seconds'},{51},84
185300,4.3309,1,4.0,1,1,4.395,4.316,4.272,4.596,4.412,4.411,,4.439,12.0,17.0,22.0,6.0,86.0,20.0,,22.0,{'/events/ludum-dare/51/kairos-battle-for-seconds'},{51},84
400158,4.32961,1,4.0,1,1,4.371,4.224,4.0,4.543,4.712,4.298,4.114,4.328,9.0,29.0,75.0,11.0,16.0,21.0,44.0,38.0,{'/events/ludum-dare/56/beetle-tower'},{56},87
316448,4.32736,1,5.0,1,1,4.458,4.217,4.174,4.167,4.74,4.417,3.042,4.16,6.0,24.0,25.0,125.0,4.0,9.0,348.0,55.0,{'/events/ludum-dare/52/chop-crop-drop'},{52},88
301714,4.32702,1,4.0,1,1,4.37,4.413,3.913,4.391,4.087,4.167,4.587,4.357,20.0,7.0,166.0,79.0,283.0,49.0,6.0,31.0,{'/events/ludum-dare/54/roomgun'},{54},89
357613,4.326169999999999,1,6.0,1,1,4.335,4.311,4.059,4.532,4.453,4.213,4.017,4.366,23.0,30.0,87.0,26.0,108.0,62.0,102.0,41.0,{'/events/ludum-dare/53/dantes-delivery-service'},{53},90
22568,4.325740000000001,1,5.0,1,1,4.324,4.426,3.779,4.152,4.529,4.294,4.015,4.176,27.0,5.0,235.0,203.0,63.0,32.0,107.0,87.0,{'/events/ludum-dare/55/alien-summoner'},{55},91
264873,4.3254600000000005,1,1.0,1,1,4.407,4.554,4.037,3.611,4.538,3.98,3.52,3.759,13.0,4.0,96.0,680.0,63.0,145.0,387.0,369.0,{'/events/ludum-dare/49/snek-left'},{49},92
253281,4.32421,1,3.0,1,1,4.378,4.216,3.898,4.444,4.722,4.284,3.975,4.364,20.0,42.0,173.0,41.0,13.0,35.0,134.0,37.0,{'/events/ludum-dare/49/save-the-reactor'},{49},93
385885,4.32378,1,2.0,1,1,4.41,4.321,3.91,4.09,4.5,4.41,4.487,4.158,13.0,18.0,148.0,245.0,71.0,13.0,9.0,93.0,{'/events/ludum-dare/55/ordinary-wizards-doing-ordinary-things'},{55},94
304226,4.32194,1,5.0,1,1,4.427,4.402,3.634,4.122,4.341,4.138,3.816,4.25,7.0,6.0,263.0,182.0,142.0,57.0,142.0,54.0,{'/events/ludum-dare/56/spider-that-is-stuck-in-my-pc-when-i-launch-gmod-with-1000-mods'},{56},95
388314,4.32194,1,5.0,1,1,4.427,4.402,3.634,4.122,4.341,4.138,3.816,4.25,7.0,6.0,263.0,182.0,142.0,57.0,142.0,54.0,{'/events/ludum-dare/56/spider-that-is-stuck-in-my-pc-when-i-launch-gmod-with-1000-mods'},{56},95
387596,4.32194,1,5.0,1,1,4.427,4.402,3.634,4.122,4.341,4.138,3.816,4.25,7.0,6.0,263.0,182.0,142.0,57.0,142.0,54.0,{'/events/ludum-dare/56/spider-that-is-stuck-in-my-pc-when-i-launch-gmod-with-1000-mods'},{56},95
386542,4.32194,1,5.0,1,1,4.427,4.402,3.634,4.122,4.341,4.138,3.816,4.25,7.0,6.0,263.0,182.0,142.0,57.0,142.0,54.0,{'/events/ludum-dare/56/spider-that-is-stuck-in-my-pc-when-i-launch-gmod-with-1000-mods'},{56},95
338108,4.32194,1,5.0,1,1,4.427,4.402,3.634,4.122,4.341,4.138,3.816,4.25,7.0,6.0,263.0,182.0,142.0,57.0,142.0,54.0,{'/events/ludum-dare/56/spider-that-is-stuck-in-my-pc-when-i-launch-gmod-with-1000-mods'},{56},95
2251,4.32133,1,5.0,1,1,4.388,4.155,4.08,3.813,4.638,4.614,4.393,4.5,18.0,61.0,92.0,443.0,21.0,2.0,24.0,11.0,{'/events/ludum-dare/54/fowl-play'},{54},100
273794,4.3205,1,2.0,1,1,4.391,4.5,4.135,3.571,4.173,4.145,3.358,4.147,16.0,6.0,60.0,720.0,268.0,74.0,484.0,97.0,{'/events/ludum-dare/49/the-lesser-evil'},{49},101
124038,4.319704999999999,2,11.0,2,2,4.3575,4.265499999999999,3.8675,3.987,4.7285,4.586,3.8994999999999997,4.2605,42.0,55.0,202.0,420.0,22.0,7.5,246.5,162.5,"{'/events/ludum-dare/50/the-inevitable-snowman', '/events/ludum-dare/48/jam-a-llamas-game-ldjam-48'}","{48, 50}",102
244160,4.319704999999999,2,11.0,2,2,4.3575,4.265499999999999,3.8675,3.987,4.7285,4.586,3.8994999999999997,4.2605,42.0,55.0,202.0,420.0,22.0,7.5,246.5,162.5,"{'/events/ludum-dare/50/the-inevitable-snowman', '/events/ludum-dare/48/jam-a-llamas-game-ldjam-48'}","{48, 50}",102
399950,4.319470000000001,1,2.0,1,1,4.368,4.147,4.118,4.368,4.838,4.227,4.544,4.353,11.0,41.0,44.0,51.0,4.0,31.0,4.0,32.0,{'/events/ludum-dare/56/zeus-needs-you'},{56},104
398588,4.319470000000001,1,2.0,1,1,4.368,4.147,4.118,4.368,4.838,4.227,4.544,4.353,11.0,41.0,44.0,51.0,4.0,31.0,4.0,32.0,{'/events/ludum-dare/56/zeus-needs-you'},{56},104
356517,4.319279999999999,1,5.0,1,1,4.376,4.268,3.665,4.29,4.701,4.377,3.955,4.3,15.0,35.0,320.0,189.0,19.0,32.0,124.0,63.0,{'/events/ludum-dare/53/hello-cargo'},{53},106
356573,4.319279999999999,1,5.0,1,1,4.376,4.268,3.665,4.29,4.701,4.377,3.955,4.3,15.0,35.0,320.0,189.0,19.0,32.0,124.0,63.0,{'/events/ludum-dare/53/hello-cargo'},{53},106
265606,4.319279999999999,1,5.0,1,1,4.376,4.268,3.665,4.29,4.701,4.377,3.955,4.3,15.0,35.0,320.0,189.0,19.0,32.0,124.0,63.0,{'/events/ludum-dare/53/hello-cargo'},{53},106
265416,4.319279999999999,1,5.0,1,1,4.376,4.268,3.665,4.29,4.701,4.377,3.955,4.3,15.0,35.0,320.0,189.0,19.0,32.0,124.0,63.0,{'/events/ludum-dare/53/hello-cargo'},{53},106
98592,4.319279999999999,1,5.0,1,1,4.376,4.268,3.665,4.29,4.701,4.377,3.955,4.3,15.0,35.0,320.0,189.0,19.0,32.0,124.0,63.0,{'/events/ludum-dare/53/hello-cargo'},{53},106
8851,4.3188233333333335,3,2.3333333333333335,3,3,4.423666666666667,4.216666666666666,3.8786666666666663,4.164666666666666,4.665666666666667,4.3453333333333335,3.123666666666667,4.378333333333334,11.333333333333334,41.333333333333336,194.0,141.66666666666666,19.0,23.333333333333332,668.6666666666666,38.0,"{'/events/ludum-dare/45/orudo-taima', '/events/ludum-dare/48/abyssonaut', '/events/ludum-dare/46/firekeeper-2'}","{48, 45, 46}",111
